aah: aah
frenchman: frenchman,frenchmen
frenchmen: frenchmen
frenchwoman: frenchwoman
frenchy: frenchy
frenzy: frenzy
frequent: frequent,frequented
frequently: frequently
fresh: fresh
freshly: freshly
freshness: freshness
fret: fret,fretted
friday: friday
friend: friend,friends
friendliness: friendliness
friendly: friendly
friendship: friendship
fright: fright
frighten: frighten,frightened
frightened: frightened
frightening: frightening
frightful: frightful
frigid: frigid
frill: frill
frilled: frilled
frivolity: frivolity
frivolously: frivolously
fro: fro
frock: frock,frocks
frontier: frontier,frontiers
frost: frost,frosts
frosty: frosty
frown: frown,frowned,frowning
frowning: frowning
frowningly: frowningly
frozen: frozen
fruit: fruit,fruits
fruitless: fruitless
frustrate: frustrate
fuel: fuel
fugitive: fugitive,fugitives
fulfil: fulfilled,fulfilling
fulfill: fulfill
fulfillment: fulfillment
fullness: fullness
fumble: fumbling
fun: fun
fundamental: fundamental
funeral: funeral
funnel: funnel
funny: funnier,funny
fur: fur,furs
furious: furious
furiously: furiously
furlough: furlough
furnish: furnished
furniture: furniture
furrow: furrow,furrows
furtive: furtive
fury: furies,fury
fuss: fuss,fussing
fussily: fussily
fussy: fussy
futile: futile
futility: futility
future: future
gabriel: gabriel
gag: gag
gaiety: gaiety
gaily: gaily
gain: gain,gained,gaining,gains
gait: gait
gallant: gallant
gallantly: gallantly
gallantry: gallantry
gallery: galleries,gallery
galley: galley
galling: galling
gallop: gallop,galloped,galloping
gambler: gambler
gambling: gambling
gambol: gambols
game: game,games
gangway: gangway
gap: gap
garden: garden,gardens
gardener: gardener
gardens: gardens
gare: gare
garment: garment,garments
garnish: garnished
garrison: garrison
garrulously: garrulously
gas: gas
gascon: gascon,gascons
gascons: gascons
gash: gash
gasp: gasped,gasping,gasps
gate: gate,gates
gates: gates
gather: gathered,gathering
gathering: gathering,gatherings
gaunt: gaunt
gauze: gauze
gauzy: gauzy
gay: gay
gaze: gaze,gazed,gazing
gazer: gazers
gazette: gazette,gazettes
gee: gee
geld: gelding
gelding: gelding
gem: gems
gendarme: gendarmes
genealogical: genealogical
generalize: generalizing
generals: generals
generation: generation,generations
generosity: generosity
generous: generous
generously: generously
genial: genial
genius: genius
genoa: genoa
gentle: gentle
gentlefolk: gentlefolk
gentleman: gentleman,gentlemen
gentleness: gentleness
gentlewoman: gentlewoman
gently: gently
gentry: gentry
genuine: genuine
genuinely: genuinely
geography: geography
geometrical: geometrical
geometry: geometry
george: george
german: german,germans
germany: germany
gervais: gervais
gesticulate: gesticulating
gesture: gesture,gestures
ghost: ghost
gibe: gibe
giddy: giddy
gift: gift,gifts
gifted: gifted
gigantic: gigantic
giggler: giggler
gilt: gilt
gingerbread: gingerbread
girdle: girdled
girl: girl,girls
girlhood: girlhood
girlish: girlish
girlishly: girlishly
girt: girt
girth: girth
gist: gist
glad: glad
gladden: gladden,gladdening
glade: glade
gladly: gladly
gladness: gladness
glamour: glamour
glance: glance,glanced,glances,glancing
glaring: glaring
glass: glass,glasses
glassy: glassy
gleam: gleam,gleamed,gleaming
glee: glee
gleeful: gleeful
gleefully: gleefully
glide: glide,glided,gliding
glimmer: glimmer
glimpse: glimpse,glimpses
glisten: glistened,glistening
glistening: glistening
glitter: glitter,glittered,glittering
gloom: gloom
gloomily: gloomily
gloomy: gloomier,gloomy
gloria: gloria
glorious: glorious
glory: glory
glossy: glossy
glove: glove,gloves
gloved: gloved
glow: glow,glowed,glowing
glue: glued
glum: glum
gluttony: gluttony
gnarled: gnarled
gnash: gnashed,gnashing
gnaw: gnawing
goal: goal
goat: goat
goatskin: goatskin
god: god,gods
goddaughter: goddaughter
goddess: goddess
godfather: godfather
godmother: godmother
godson: godson
gold: gold
golden: golden
goodhearted: goodhearted
goodness: goodness
goose: goose
gorge: gorge,gorges
gospel: gospel
gospels: gospels
gossamer: gossamer
gossip: gossip,gossips
govern: govern,governed,governs
governess: governess,governesses
government: government,governments
governmental: governmental
governor: governor
gown: gown,gowns
grace: grace
graceful: graceful
gracefully: gracefully
gracious: gracious
graciously: graciously
grade: grade,grades
gradually: gradually
grain: grain
grand: grand
grande: grande
grandee: grandee,grandees
grandeur: grandeur
grandfather: grandfather,grandfathers
grandson: grandson
granny: granny
grant: grant,granted,granting
grapeshot: grapeshot
grasp: grasp,grasped,grasping
grass: grass
grasshopper: grasshoppers
grate: grated,grating
grateful: grateful
gratefully: gratefully
gratification: gratification
gratified: gratified
gratitude: gratitude
grave: grave,graves
gravely: gravely
gravity: gravity
gray: gray
grayish: grayish
graze: grazed
grease: grease
greatcoat: greatcoat,greatcoats
greatly: greatly
greatness: greatness
grecque: grecque
greedily: greedily
greediness: greediness
greedy: greedy
greek: greek
green: green
greenish: greenish
greet: greet,greeted,greeting
greeting: greeting
grenade: grenade
grenadier: grenadier,grenadiers
grenadiers: grenadiers
grief: grief
grieve: grieve,grieved
grieving: grieving
grim: grim
grimace: grimace
grin: grinned
grip: grip,gripped,gripping
grippe: grippe
grizzled: grizzled
grizzly: grizzly
groan: groan,groaned,groaning,groans
groat: groat
groin: groin
groom: groom,groomed,grooms
grotesque: grotesque
ground: ground
groundless: groundless
grounds: grounds
grove: grove
grow: grew,grow,growing,grown,grows
growl: growled,growling
grown: grown
growth: growth
grudge: grudge,grudged
grumble: grumbled,grumbling
grunt: grunt
grunth: grunth
guarantee: guarantees
guard: guard,guarding,guards
guardian: guardian
guards: guards
guardsman: guardsman
guardsmen: guardsmen
guerre: guerre
guess: guess,guessed,guessing
guest: guest,guests
guffaw: guffaw
guidance: guidance
guide: guide,guided,guides,guiding
guilt: guilt
guiltlessness: guiltlessness
guilty: guilty
guise: guise
guitar: guitar
gulf: gulf
gully: gullies,gully
gulp: gulp,gulped
gun: gun,guns
gunner: gunner,gunners
gunpowder: gunpowder
gurgle: gurgle
gush: gushed,gushing
gust: gust
gusto: gusto
gut: gut
gutter: guttered
guttural: guttural
gypsy: gypsies,gypsy
ha: ha
habit: habit,habits
habitual: habitual
hack: hack,hacking
haggard: haggard
hail: hail
hair: hair,hairs
hairdressing: hairdressing
haired: haired
hairy: hairy
halfway: halfway
hall: hall
hallo: hallo
hallooing: hallooing
halo: halo
halt: halt,halted
halting: halting
ham: ham
hammer: hammer,hammering
hamper: hampered
hand: hand,handed,handing,hands
handed: handed
handful: handful
handing: handing
handkerchief: handkerchief,handkerchiefs
handle: handle,handled
handleless: handleless
handrail: handrails
handsome: handsome,handsomer,handsomest
handsomer: handsomer
handwriting: handwriting
hang: hang,hanged,hanging,hung
hanging: hangings
happen: happen,happened,happening
happily: happily
happiness: happiness
happy: happier,happiest,happy
harbor: harboring
hard: hard,harder,hardest
harden: hardened
hardhearted: hardhearted
hardy: hardy
hare: hare,hares
hark: hark
harm: harm,harmed,harming,harms
harmful: harmful
harmonious: harmonious
harmonize: harmonized
harmony: harmony
harness: harness,harnessed,harnessing
harnessed: harnessed
harp: harp
harrier: harrier
harsh: harsh
harshly: harshly
harvest: harvest,harvests
hast: hast
haste: haste
hasten: hasten,hastened,hastening,hastens
hastily: hastily
hasty: hasty
hat: hat,hats
hatch: hatched
hate: hate,hated
hateful: hateful
hatred: hatred
haughty: haughty
haunched: haunched
haute: haute
hawk: hawk,hawked
hay: hay
hayne: hayne
haze: haze
hazel: hazel
head: head,headed,heading,heads
headache: headache
headdress: headdress
heading: heading
headlong: headlong
headquarters: headquarters
heal: heal,healed
health: health
healthy: healthy
heap: heap,heaps
hear: hear,heard,hearing,hears
hearer: hearer,hearers
hearing: hearing
hearken: hearken
heart: heart,hearts
heartily: heartily
heartless: heartless
heartrending: heartrending
hearts: hearts
hearty: hearty
heat: heat,heated
heated: heated
heave: heaved
heaven: heaven,heavens
heavenly: heavenly
heavens: heavens
heavily: heavily
heaving: heaving
heavy: heavier,heavy
heed: heed,heeding
heedless: heedless
heel: heel,heels
height: height,heights
heighten: heightened
heights: heights
heir: heir,heirs
heiress: heiress,heiresses
helen: helen
helena: helena
helmet: helmet
helpful: helpful
helpless: helpless
helplessly: helplessly
helplessness: helplessness
helpmeet: helpmeet
hem: hem,hemmed
hempen: hempen
hen: hen
henceforth: henceforth
herald: heralds
herb: herb
herculean: herculean
hercules: hercules
herd: herd
herder: herder
hero: hero,heroes
heroic: heroic
heroically: heroically
heroism: heroism
herr: herr
hesitate: hesitated,hesitating
hesitation: hesitation,hesitations
hessian: hessian
hew: hew,hewn
hey: hey
hidden: hidden
hide: hidden,hide,hiding
hideous: hideous
hiding: hiding
hierarchy: hierarchy
hieroglyph: hieroglyph
hieroglyphic: hieroglyphics
highfalutin: highfalutin
highly: highly
highness: highness
highroad: highroad
hill: hill,hills
hillock: hillock
hills: hills
hillside: hillside,hillsides
hilltop: hilltop
hilt: hilt
hind: hind
hinder: hinder,hindered,hindering
hindmost: hindmost
hindquarter: hindquarters
hindrance: hindrance
hinge: hinges
hint: hinted,hints
hippolyte: hippolyte
hireling: hirelings
hiss: hissed,hissing
historian: historian,historians
historic: historic
historical: historical
history: history
hit: hit,hitting
hitherto: hitherto
hive: hive
ho: ho
hoar: hoar
hoarfrost: hoarfrost
hoarse: hoarse
hoarsely: hoarsely
hobbledehoy: hobbledehoy
hobby: hobby
hoch: hoch
hold: held,hold,holding,holds
holding: holding
hole: hole,holes
holiday: holiday,holidays
holiness: holiness
hollow: hollow,hollows
holy: holy
homage: homage
homeless: homeless
homestead: homestead
homme: homme
honest: honest
honestly: honestly
honey: honey
honeyed: honeyed
honeymoon: honeymoon
honor: honor,honored,honoring,honors
honorable: honorable
honorably: honorably
honored: honored
honour: honour
hood: hood
hoof: hoof,hoofs
hook: hooked
hooked: hooked
hooped: hooped
hop: hop
hope: hope,hoped,hopes,hoping
hopeless: hopeless
hopelessly: hopelessly
hopelessness: hopelessness
horde: hordes
horizon: horizon,horizons
horizontal: horizontal
horn: horn,horns
horrible: horrible
horribly: horribly
horrid: horrid
horrified: horrified
horrify: horrified
horror: horror,horrors
hors: hors
horse: horse,horses
horseback: horseback
horsecloth: horsecloths
horseman: horseman,horsemen
hospitable: hospitable
hospital: hospital,hospitals
hospitality: hospitality
host: host,hosts
hostess: hostess
hostile: hostile
hostilities: hostilities
hostility: hostility
hot: hot,hottest
hotel: hotel
hothouse: hothouse,hothouses
hotly: hotly
hound: hound,hounds
hour: hour,hours
house: house,houses
houseful: houseful
household: household,households
housekeeper: housekeeper
housekeeping: housekeeping
housemaid: housemaid
hovel: hovels
howl: howling
hoy: hoy
hubbub: hubbub
hug: hugged,hugging
huge: huge
hugging: hugging
hullo: hullo
hum: hum,hummed,humming
human: human
humane: humane
humanity: humanity
humble: humble
humbly: humbly
humbug: humbug
humid: humid
humiliate: humiliate,humiliated
humiliating: humiliating
humiliation: humiliation,humiliations
humility: humility
humor: humor
humored: humored
humorous: humorous
humorously: humorously
hunch: hunched
hunchback: hunchback
hundredweight: hundredweight
hung: hung
hungarian: hungarian
hunger: hunger
hungry: hungry
hunt: hunt,hunted,hunting,hunts
hunter: hunters
hunting: hunting
huntsman: huntsman,huntsmen
huntsmen: huntsmen
hurrah: hurrah
hurried: hurried
hurriedly: hurriedly
hurry: hurried,hurry,hurrying
hurt: hurt,hurting,hurts
husband: husband,husbands
husbandry: husbandry
hush: hush,hushed
huskily: huskily
husky: husky
hussar: hussar,hussars
hussars: hussars
hussy: hussies,hussy
hut: hut
hydra: hydra
hypochondria: hypochondria
iberian: iberian
ice: ice,ices
icon: icon,icons
idea: idea,ideas
ideal: ideal
identically: identically
identify: identified
idiom: idioms
idiot: idiot
idle: idle
idleness: idleness
idler: idlers
ignorance: ignorance
ignore: ignores,ignoring
iii: iii
illegal: illegal
illegitimate: illegitimate
illimitable: illimitable
illness: illness
illogical: illogical
illuminate: illuminated
illuminati: illuminati
illumine: illumined
illuminism: illuminism
illusion: illusion
illustrate: illustrate
illustrious: illustrious
image: image
imaginary: imaginary
imagination: imagination
imagine: imagine,imagined,imagining
imbecility: imbecility
imbibe: imbibe,imbibed
imbue: imbued
imitate: imitate,imitated,imitates,imitating
imitation: imitation
imitator: imitators
immaculate: immaculate
immeasurable: immeasurable
immeasurably: immeasurably
immense: immense
immensity: immensity
immerse: immersed
imminence: imminence
immobile: immobile
immobility: immobility
immoral: immoral
immortal: immortal
immovable: immovable
immovably: immovably
immutability: immutability
impact: impact
impart: impart
impassable: impassable
impassioned: impassioned
impassive: impassive
impatience: impatience
impatient: impatient
impatiently: impatiently
impede: impedes
impel: impel,impelled
impending: impending
impenetrable: impenetrable
imperative: imperative
imperceptibly: imperceptibly
imperial: imperial,imperials
impersonate: impersonate
imperturbable: imperturbable
impetuosity: impetuosity
impetuous: impetuous
impetuously: impetuously
impetus: impetus
impious: impious
implant: implanted
implicitly: implicitly
implore: implore,implored,imploring
imploringly: imploringly
imply: implied,imply,implying
impolitely: impolitely
impoliteness: impoliteness
import: import
importunity: importunity
impose: impose,imposed,imposes,imposing
imposing: imposing
impossibility: impossibility
impossible: impossible
impostor: impostor
imposture: imposture
impotence: impotence
impoverished: impoverished
impracticable: impracticable
impress: impress,impressed,impressing
impression: impression,impressions
impressionable: impressionable
impressive: impressive
impressively: impressively
imprint: imprint
improper: improper
improperly: improperly
impropriety: impropriety
improve: improve,improved,improving
improvement: improvement,improvements
improvise: improvised
impudent: impudent
impudently: impudently
impulse: impulse
impulsive: impulsive
impulsiveness: impulsiveness
impure: impure
impurity: impurity
impute: impute
inability: inability
inaccessible: inaccessible
inactive: inactive
inactivity: inactivity
inadequacy: inadequacy
inadvertently: inadvertently
inappropriate: inappropriate
inappropriately: inappropriately
inattention: inattention
inattentive: inattentive
inaudible: inaudible
inaudibly: inaudibly
incalculable: incalculable
incapable: incapable
incapacity: incapacity
incarnate: incarnate
incautiously: incautiously
incendiary: incendiary
incense: incense
incessant: incessant
incessantly: incessantly
inch: inches
incident: incident,incidents
incite: incited
inclination: inclination,inclinations
incline: incline,inclined,inclining
inclined: inclined
include: include,included,including
incoherent: incoherent
income: income
incomparably: incomparably
incompetent: incompetent
incomplete: incomplete
incomprehensible: incomprehensible
inconceivable: inconceivable
incongruous: incongruous
inconsequent: inconsequent
inconstancy: inconstancy
incontestable: incontestable
inconvenient: inconvenient
incorrect: incorrect
increase: increase,increased,increasing
increasingly: increasingly
incredible: incredible
incredulously: incredulously
incumbent: incumbent
incur: incurring
indebt: indebted
indecision: indecision
indecorous: indecorous
indefinable: indefinable
indefinite: indefinite
independence: independence
independent: independent
independently: independently
indescribable: indescribable
india: india
indication: indication,indications
indifference: indifference
indifferent: indifferent
indifferently: indifferently
indigestion: indigestion
indignant: indignant
indignantly: indignantly
indignation: indignation
indiscretion: indiscretion
indispensable: indispensable
indisposition: indisposition
indissoluble: indissoluble
indistinct: indistinct
indistinctly: indistinctly
individual: individual,individuals
indolence: indolence
indolent: indolent
indolently: indolently
indubitable: indubitable
indubitably: indubitably
induce: induced
indulge: indulge,indulged,indulging
indulgence: indulgence
indulgent: indulgent
indulgently: indulgently
industry: industry
inefficiency: inefficiency
inertia: inertia
inevitability: inevitability
inevitable: inevitable
inevitably: inevitably
inexhaustible: inexhaustible
inexperience: inexperience
inexpressible: inexpressible
infamous: infamous
infamy: infamies
infant: infant,infants
infantry: infantry
infantryman: infantryman,infantrymen
infatuation: infatuations
infect: infected
infidelity: infidelity
infinite: infinite
infinitely: infinitely
infinity: infinity
inflamed: inflamed
inflammable: inflammable
inflict: inflict,inflicted
influence: influence,influenced
influential: influential
inform: inform,informed,informing,informs
informed: informed
infringe: infringe
ing: ing
ingratiate: ingratiate,ingratiating
ingratiating: ingratiating
ingratitude: ingratitude
inhabitant: inhabitants
inhale: inhale,inhaled,inhaling
inherit: inherit,inherited
inheritance: inheritance
inhuman: inhuman
inimical: inimical
inimically: inimically
inimitable: inimitable
initiate: initiated
initiation: initiation
initiative: initiative
injudicious: injudicious
injunction: injunction,injunctions
injure: injure,injured,injuring
injured: injured
injury: injuries,injury
injustice: injustice
inkpot: inkpot
inkstand: inkstand
inlaid: inlaid
inmate: inmate,inmates
inmost: inmost
inn: inn
innate: innate
innkeeper: innkeepers
innocence: innocence
innocent: innocent
innovation: innovation,innovations
innumerable: innumerable
inquire: inquire,inquired,inquiring
inquiringly: inquiringly
inquiry: inquiries,inquiry
inquisitive: inquisitive
inquisitively: inquisitively
insane: insane
insanely: insanely
insanity: insanity
inscription: inscription
insert: insert,inserted
insignia: insignia
insignificance: insignificance
insignificant: insignificant
insincere: insincere
insist: insist,insisted,insisting,insists
insistence: insistence
insistently: insistently
insolent: insolent
insoluble: insoluble
inspect: inspect,inspected,inspecting
inspection: inspection
inspire: inspire,inspired,inspires
install: installs
instance: instance
instant: instant
instantaneously: instantaneously
instantly: instantly
instigation: instigation
instinct: instinct
instinctive: instinctive
instinctively: instinctively
institutes: institutes
institution: institution,institutions
instruct: instructed,instructing
instruction: instruction,instructions
instructive: instructive
instructor: instructor
instrument: instrument
insubordination: insubordination
insufferable: insufferable
insufficient: insufficient
insult: insult,insulted,insults
insulting: insulting
insuperable: insuperable
intangible: intangible
intellect: intellect
intellectual: intellectual
intelligence: intelligence
intelligent: intelligent
intemperance: intemperance
intend: intend,intended,intending,intends
intense: intense
intensify: intensified
intensity: intensity
intent: intent
intention: intention,intentions
intentional: intentional
intentionally: intentionally
intently: intently
intentness: intentness
intercede: intercede,interceded
intercept: intercept,intercepted,intercepting
interchange: interchange
intercourse: intercourse
interfere: interfere,interfered,interfering
interior: interior
interject: interjected
interlock: interlocking
intermediacy: intermediacy
internal: internal
interpose: interposed
interpret: interpreted
interpretation: interpretation
interregnum: interregnum
interrogatively: interrogatively
interrupt: interrupt,interrupted,interrupting
interrupted: interrupted
interruption: interruption
interval: interval,intervals
intervene: intervene,intervened
intervention: intervention
interview: interview
intimacy: intimacy
intimate: intimate,intimated,intimating
intimately: intimately
intimidate: intimidated
intimidating: intimidating
intolerable: intolerable
intonation: intonation,intonations
intoxicating: intoxicating
intoxication: intoxication
intrigue: intrigue,intrigues
intriguer: intriguer
intriguing: intriguing
introduce: introduce,introduced,introducing
introduction: introduction
intrude: intrude,intruding
intrusion: intrusion
invalid: invalid
invalidity: invalidity
invaluable: invaluable
invariable: invariable
invariably: invariably
invent: invent,invented
inverse: inverse
invincibility: invincibility
invincible: invincible
invisible: invisible
invitation: invitation,invitations
invite: invite,invited,inviting
invitingly: invitingly
involuntarily: involuntarily
involuntary: involuntary
involve: involved
inwardly: inwardly
inwards: inwards
irascibility: irascibility
irate: irate
irksome: irksome
iron: iron
ironic: ironic
ironical: ironical
ironically: ironically
irony: irony
irrational: irrational
irrecoverable: irrecoverable
irregular: irregular
irregularity: irregularity
irregularly: irregularly
irreparable: irreparable
irrepressible: irrepressible
irrepressibly: irrepressibly
irreproachable: irreproachable
irreproachably: irreproachably
irresistible: irresistible
irresistibly: irresistibly
irresolute: irresolute
irresolutely: irresolutely
irresolution: irresolution
irrevocable: irrevocable
irritability: irritability
irritable: irritable
irritably: irritably
irritate: irritate,irritating
irritated: irritated
irritating: irritating
irritation: irritation
island: island,islands
isolate: isolated
issue: issue,issued,issues,issuing
italian: italian,italians
italy: italy
iv: iv
ivy: ivy
ix: ix
jabber: jabber,jabbering
jack: jack
jacket: jacket,jackets
jacob: jacob
jacobin: jacobin
jaded: jaded
jail: jails
jam: jam,jammed
january: january
jar: jar,jarring
jauntily: jauntily
jaunty: jaunty
jaw: jaw,jaws
jealous: jealous
jealousy: jealousy
jelly: jelly
jerk: jerk,jerked,jerking,jerks
jerky: jerky
jerome: jerome
jerusalem: jerusalem
jest: jest,jested,jests
jesting: jesting
jesus: jesus
jew: jew
jews: jews
jingle: jingle,jingling
job: job
jocular: jocular
jocularly: jocularly
joint: joint
joke: joke,joked,jokes,joking
jokingly: jokingly
jolt: jolt,jolted
jolting: jolting
joseph: joseph
jostle: jostled,jostling
jot: jot
jotting: jottings
journey: journey,journeys
jovial: jovial
jowl: jowl
joy: joy,joys
joyful: joyful
joyfully: joyfully
joylessly: joylessly
joyous: joyous
joyously: joyously
joyousness: joyousness
juan: juan
judge: judge,judged,judging
judgement: judgement
judgment: judgment
jug: jugs
juiciness: juiciness
julie: julie
july: july
jump: jump,jumped,jumping,jumps
junction: junction
june: june
juridical: juridical
jurisprudence: jurisprudence
jury: jury
justice: justice
justification: justification
justify: justified,justify,justifying
justinian: justinian
justly: justly
justness: justness
kaiser: kaiser
kari: kari
karl: karl
kashmir: kashmir
katie: katie
keen: keen
keener: keener
keenly: keenly
keenness: keenness
keeper: keeper
keeping: keeping
keg: keg
ken: ken
kennelman: kennelman
kerchief: kerchief
key: key
keyhole: keyhole
kick: kick,kicking
kidnap: kidnap
kiev: kiev
kill: kill,killed,killing
kindheart: kindhearted
kindhearted: kindhearted
kindle: kindle,kindled
kindly: kindly
kindness: kindness
king: king,kings
kingdom: kingdom
kingly: kingly
kinsman: kinsman
kinswoman: kinswoman
kiss: kiss,kissed,kisses,kissing
kissing: kissing
kitchen: kitchen
kitten: kitten
kittenish: kittenish
kitty: kitty
knapsack: knapsack,knapsacks
knave: knave
knee: knee,knees
kneel: kneel,kneeling,knelt
knife: knife,knives
knight: knight,knights
knights: knights
knit: knit,knitted,knitting
knitting: knitting
knob: knob
knock: knock,knocked,knocking,knocks
knocking: knockings
knoll: knoll
knot: knot
knout: knouted
knowledge: knowledge
knuckle: knuckle,knuckles
koko: koko
krems: krems
label: labels
labor: labor,labored,laboring,labors
laboratory: laboratory
laborer: laborer,laborers
labyrinth: labyrinth
lace: lace,laced
laced: laced
lacerate: lacerating
lack: lack,lacked,lacking
lackey: lackey,lackeys
lad: lad,lads
ladder: ladder
laden: laden
lady: ladies,lady
ladykin: ladykins
lag: lagged,lagging
laggard: laggards
lake: lakes
lambskin: lambskin
lame: lame
lament: lamented
lamp: lamp,lamps
lance: lances
land: land,landed
landing: landing
landlady: landlady
landlord: landlord
landowner: landowner
language: language
languid: languid
languidly: languidly
languor: languor
lantern: lanterns
lap: lap
lapse: lapsed
lark: larks
lash: lash,lashed,lashes
lassie: lassies
lassitude: lassitude
latch: latch
late: late
latecomer: latecomers
latent: latent
lathe: lathe
lather: lather
latin: latin
latitude: latitude
latrine: latrines
laugh: laugh,laughed,laughing,laughs
laugher: laughers
laughingly: laughingly
laughingstock: laughingstock
laughter: laughter
laurel: laurels
law: law,laws
lawlessness: lawlessness
lawsuit: lawsuit
lay: laid,lay,laying,lays
lazily: lazily
laziness: laziness
le: le
lea: lea
lead: lead,leading,leads,led
leaded: leaded
leader: leader,leaders
leading: leading
leaf: leaf,leaves
leaflet: leaflets
leafy: leafy
lean: lean,leaned,leaning
leap: leap,leaped,leaping,leaps,leapt
learn: learn,learned,learning,learns
learning: learning
leash: leash,leashes
leather: leather
leave: leave,leaves,leaving,left
lech: lech
lecture: lecture
ledge: ledge
left: left
leg: leg,legs
legal: legal
legend: legend,legends
legged: legged
legion: legion
legislative: legislative
legitimate: legitimate
legitimation: legitimation
leisure: leisure
leisurely: leisurely
len: len
lend: lend,lending,lent
lenient: lenient
lenten: lenten
leo: leo
leonine: leonine
leper: leper
les: les
lessen: lessen,lessened
lesson: lesson,lessons
letter: letter,letters
levee: levee
level: level
lever: lever,levers
levity: levity
liable: liable
liar: liar
liberal: liberal
liberate: liberate,liberated,liberating
liberated: liberated
liberation: liberation
liberty: liberty
library: library
license: license
lick: licked,licking
lid: lid,lids
lie: lain,lie,lied,lies,lying
lieutenant: lieutenant
life: life,lives
lifeless: lifeless
lifelessly: lifelessly
lift: lift,lifted,lifting,lifts
light: light,lighted,lighter,lighting,lights,lit
lighted: lighted
lighten: lighten
lighthearted: lighthearted
lightly: lightly
lightning: lightning
ligne: ligne
likeness: likeness
liking: liking
lilac: lilac
limb: limbs
limber: limbered,limbers
lime: lime
limit: limit,limits
limitation: limitations
limited: limited
limp: limped
linen: linen
linger: lingered
link: link,linked
linstock: linstocks
lint: lint
lion: lion,lions
lip: lip,lips
lipped: lipped
liquefy: liquefied
liquid: liquid
lise: lise
lisp: lisp,lisping
lispingly: lispingly
list: list
listen: listen,listened,listening,listens
listener: listener,listeners
listening: listening
listless: listless
listlessly: listlessly
literally: literally
litter: litter,littered
live: live,lived,lives,living
liveliness: liveliness
lively: livelier,lively
liveried: liveried
livery: liveries,livery
living: living
livonian: livonian
liza: liza
load: load,loaded,loads
loaded: loaded
loading: loading
loan: loans
loathe: loathe
loathing: loathing
loathsome: loathsome
local: local
locality: locality
locate: located
lock: lock,locked,locks
lodge: lodge,lodged,lodges
lodging: lodging
loftiness: loftiness
lofty: lofty
log: log,logs
logic: logic
logical: logical
loll: lolled,lolling
lombard: lombard
london: london
loneliness: loneliness
lonely: lonely
longing: longing
lookout: lookout
loom: looming
loophole: loopholes
loose: loose,loosed
loosely: loosely
loot: looting,loots
lope: lope
loquacious: loquacious
lord: lord,lording
lorgnette: lorgnette
lose: lose,loses,losing,lost
loss: loss,losses
lost: lost
lot: lot
loud: loud,louder,loudest
loudly: loudly
louis: louis
louisa: louisa
louise: louise
lounge: lounge
love: love,loved,loves,loving
lovely: lovely
lover: lover,lovers
loving: loving
lovingly: lovingly
loyalty: loyalty
luck: luck
luckless: luckless
lucky: lucky
lucrative: lucrative
luggage: luggage
lui: lui
luminous: luminous
lump: lumps
lunch: lunch,lunches,lunching
lung: lungs
lurk: lurking
lush: lush
lust: lust
luxurious: luxurious
luxuriously: luxuriously
luxury: luxury
lyre: lyre
machine: machine
mack: mack
mad: mad
madagascar: madagascar
madam: madam
madame: madame
madcap: madcap
madeira: madeira
mademoiselle: mademoiselle
madly: madly
magdalenes: magdalenes
magic: magic
magical: magical
magnanimity: magnanimity
magnanimous: magnanimous
magnanimously: magnanimously
magnate: magnates
magnificence: magnificence
magnificent: magnificent
magnitude: magnitude
mahogany: mahogany
maid: maid,maids
maiden: maiden,maidens
maidservant: maidservant,maidservants
mail: mails
main: main
maintain: maintain,maintained,maintaining
maintenance: maintenance
maison: maison
majestic: majestic
majestically: majestically
majesty: majesty
major: major
majority: majority
maker: makers
mala: mala
malady: malady
male: male
malevolence: malevolence
malevolent: malevolent
malevolently: malevolently
malice: malice
maliciously: maliciously
malign: malign
malignantly: malignantly
mallet: mallet,mallets
malodorous: malodorous
malta: malta
mameluke: mameluke
mamma: mamma,mammas
manage: manage,managed,manages
management: management
manager: manager
mane: mane,manes
maneuver: maneuver,maneuvers
manfully: manfully
manhood: manhood
mania: mania
manifest: manifest
manifestation: manifestation
manifesto: manifesto
mankind: mankind
manly: manly
mann: mann
manna: manna
manner: manner
manners: manners
manorial: manorial
manservant: manservant,menservants
mansion: mansion
mantilla: mantilla
mantle: mantle,mantles
manure: manure
manuscript: manuscript
map: map,mapped,maps
marauder: marauders
marauding: marauding
marble: marble
march: march,marched,marches,marching
mare: mare
margaux: margaux
maria: maria
marie: marie
mark: mark,marked,marks
marked: marked
markedly: markedly
marker: marker
market: market
marking: markings
maroon: maroon
marriage: marriage,marriages
marriageable: marriageable
married: married
marry: married,marry,marrying
marrying: marrying
mars: mars
marshal: marshal,marshals
marshall: marshalls
martial: martial,martialed
martyr: martyr
martyrlike: martyrlike
marvel: marveled
marvelous: marvelous
marvelously: marvelously
mary: mary
masculine: masculine
mask: mask
mason: mason,masons
masonic: masonic
masonry: masonry
masons: masons
mass: mass,masses
massacre: massacred
massive: massive
mast: masts
master: master,mastered,mastering,masters
masterly: masterly
match: match,matches
matchmaking: matchmaking
mate: mate
material: material,materials
maternal: maternal
mathematics: mathematics
matrimonial: matrimonial
matted: matted
matter: matter,mattered,matters
matthew: matthew
mattock: mattock
mature: matured
maxim: maxim,maxims
mayonnaise: mayonnaise
mazurka: mazurka
mead: mead
meadow: meadow
meal: meal
meaning: meaning
meaningless: meaningless
meanly: meanly
meanness: meanness
measure: measure,measured,measures,measuring
