abandon: abandon
hitherto: hitherto
ho: ho
hoar: hoar
hoarfrost: hoarfrost
hoast: hoast
hoc: hoc
hock: hocks
hoggishly: hoggishly
hold: held,hold,holding,holds
holder: holder
hole: hole,holes
holiday: holiday,holidays
holland: holland
hollow: hollow
holly: holly
holy: holy
homeliness: homeliness
homely: homely
homes: homes
homeward: homeward
honest: honest
honestly: honestly
honesty: honesty
honeydew: honeydew
honour: honour,honoured,honouring
honourable: honourable
hoo: hoo
hoof: hoofs
hope: hope,hoped,hopes,hoping
hopeful: hopeful
hopeless: hopeless
horace: horace
horatian: horatian
horatio: horatio
horde: horde
horizon: horizon
horn: horn
hornpipe: hornpipes
horrible: horrible
horribly: horribly
horrid: horrid
horridly: horridly
horror: horror,horrors
horse: horse,horses
horseman: horseman
horseplay: horseplay
hospital: hospital
hostelry: hostelries
hostess: hostess
hot: hot
hotel: hotel,hotels
hound: hound
hour: hour,hours
house: house,houses
houseful: houseful
household: household
householder: householder,householders
housemaid: housemaid
houses: houses
hover: hovered,hovering
howard: howard
howe: howe
howl: howl,howled,howling
huckleberry: huckleberry
huckster: hucksters
hue: hue
huge: huge
hugely: hugely
hugh: hugh
hugo: hugo
huguenots: huguenots
hulk: hulk
hulking: hulking
hum: hum
human: human,humans
humane: humane
humanity: humanity
humanly: humanly
humble: humble
humbug: humbug
hume: hume
humility: humility
humorous: humorous
humour: humour,humoured
humoured: humoured
humourist: humourist
hundredth: hundredth
hundredweight: hundredweight
hunger: hunger
hunt: hunt,hunted,hunting
hunter: hunter
hunting: hunting
hurly: hurly
hurrah: hurrah
hurriedly: hurriedly
hurry: hurried,hurry
hurt: hurt,hurts
husband: husband
husbandman: husbandman
hush: hush
husk: husks
husky: husky
hyacinth: hyacinth
hyde: hyde
hydropathic: hydropathic
hygienic: hygienics
hyke: hyke
hymn: hymn,hymns
hypochondria: hypochondria
hypothesis: hypothesis
hypothetically: hypothetically
hysteric: hysterics
hysterical: hysterical
ic: ic
ice: ice,iced
ich: ich
icy: icy
idea: idea,ideas
ideal: ideal,ideals
idealism: idealism
idealist: idealist
idem: idem
identical: identical
identification: identification
identify: identify,identifying
ides: ides
idiom: idiom
idiot: idiot
idiotic: idiotic
idle: idle,idling
idleness: idleness
idler: idlers
idlers: idlers
idyllic: idyllic
ignoble: ignoble
ignorance: ignorance
ignorant: ignorant
iii: iii
ile: ile
iliad: iliad
illegal: illegal
illegitimate: illegitimate
illness: illness
illuminate: illuminated,illuminating
illusion: illusion,illusions
illustrate: illustrate,illustrated
illustrated: illustrated
illustration: illustration,illustrations
image: image
imaginary: imaginary
imagination: imagination
imaginative: imaginative
imagine: imagine,imagined,imagines
imbecility: imbecility
imbrue: imbrues
imitate: imitate,imitating
imitation: imitation
imitative: imitative
imitativeness: imitativeness
immature: immature
immemorial: immemorial
immense: immense
immensely: immensely
immerse: immersed
immoral: immoral
immorality: immorality
immortal: immortal
immortalise: immortalised
immortality: immortality
immovably: immovably
imp: imp,imps
impart: imparting
impatient: impatient
impediment: impediment
imperfect: imperfect
imperfection: imperfections
imperishable: imperishable
impersonation: impersonation
impiety: impiety
implement: implement
imply: implied,implies,imply
import: import,imported
importing: importing
importunate: importunate
impose: impose,imposed,imposing
impossibility: impossibility
impossible: impossible
impost: impost
impotence: impotence
impotent: impotent
impoverishment: impoverishment
impracticable: impracticable
impress: impress,impressed
impressed: impressed
impression: impression,impressions
impressionable: impressionable
imprisonment: imprisonment
improbability: improbabilities
impromptu: impromptu
improve: improve,improved,improves
improved: improved
improvement: improvement
improvisation: improvisations
impulse: impulse,impulses
imputed: imputed
inaccessible: inaccessible
inaccurate: inaccurate
inaction: inaction
inanimate: inanimate
inapt: inapt
inarticulate: inarticulate
inartistic: inartistic
inbred: inbred
incapable: incapable
incapacity: incapacity
incarceration: incarceration
incarnadine: incarnadine
incarnate: incarnate
incentive: incentive
incessantly: incessantly
inch: inches
incident: incident,incidents
incidental: incidental
incision: incision
incisively: incisively
inclination: inclination
incline: inclined
inclined: inclined
inclose: inclose
inclosure: inclosure
include: include,included,includes,including
including: including
inclusive: inclusive
income: income
incommunicable: incommunicable
incomparable: incomparable
incomparably: incomparably
incompetent: incompetent
incomplete: incomplete
incompleteness: incompleteness
incomprehensible: incomprehensible
inconceivable: inconceivable
inconceivably: inconceivably
incongruous: incongruous
inconvenience: inconvenience
incorrect: incorrect
increase: increase,increases,increasing
incredible: incredible
incredibly: incredibly
incubus: incubus
incult: incult
incumbrance: incumbrance
incur: incur
incurable: incurable
indefatigable: indefatigable
indefinable: indefinable
indelibly: indelibly
indelicate: indelicate
indemnify: indemnify
indemnity: indemnity
independent: independent
indescribably: indescribably
india: india
indian: indian,indians
indiana: indiana
indies: indies
indifference: indifference
indifferent: indifferent
indigestion: indigestion
indignantly: indignantly
indignation: indignation
indirect: indirect
indirectly: indirectly
indistinguishable: indistinguishable
individual: individual
individually: individually
indoors: indoors
indulge: indulge,indulged
industry: industry
ineffable: ineffable
ineffaceable: ineffaceable
ineffective: ineffective
inefficiency: inefficiency
inefficient: inefficient
inelegant: inelegant
inequality: inequalities
ineradicable: ineradicable
inert: inert
inevitable: inevitable
inexhaustible: inexhaustible
inexpensive: inexpensive
inexperienced: inexperienced
inexpressibly: inexpressibly
inexpressive: inexpressive
infallible: infallible
infamous: infamous
infancy: infancy
infant: infant
inferior: inferior
inferiority: inferiority
infernal: infernal
infidel: infidel
infinite: infinite
infinitely: infinitely
infinitesimal: infinitesimal
infinitum: infinitum
infinity: infinity
infirm: infirm
infirmary: infirmary
infirmity: infirmities
inflame: inflamed
inflexible: inflexible
inflict: inflict,inflicted
influence: influence
influenza: influenza
inform: inform,informed
informal: informal
informant: informant
infringement: infringement
infuriate: infuriates
ingenious: ingenious
ingrain: ingrain
ingrate: ingrate
ingratitude: ingratitude
inhabit: inhabit,inhabited
inhabitant: inhabitant,inhabitants
inherent: inherent
inherit: inherited
inhuman: inhuman
inimitable: inimitable
iniquity: iniquity
initial: initials
injudicious: injudicious
injure: injure
injury: injury
injustice: injustice,injustices
ink: ink
inky: inky
inland: inland
inn: inn,inns
innocence: innocence
innocent: innocent,innocents
innocuously: innocuously
innovator: innovator
innumerable: innumerable
inoffensive: inoffensive
inquire: inquire
inroad: inroad
insane: insane
insanely: insanely
insatiable: insatiable
inscription: inscription,inscriptions
insect: insect
insecticide: insecticide
insecure: insecure
insensible: insensible
inseparably: inseparably
insidious: insidious
insidiously: insidiously
insight: insight
insincere: insincere
insist: insist,insists
insoluble: insoluble
insomnia: insomnia
inspiration: inspiration,inspirations
inspire: inspire,inspired,inspiring
inspiring: inspiring
inspirit: inspirit,inspiriting
instal: instal
install: installed
instance: instance
instant: instant
instanter: instanter
instantly: instantly
instinct: instinct,instincts
instinctive: instinctive
institute: institute
institution: institution
instruction: instruction,instructions
instructive: instructive
instrument: instrument,instruments
insufferably: insufferably
insufficient: insufficient
insult: insult
insure: insured
intangible: intangible
intellect: intellect
intellectual: intellectual
intellectually: intellectually
intelligence: intelligence
intelligent: intelligent
intelligible: intelligible
intend: intended
intense: intense
intensity: intensity
intent: intents
intention: intention
inter: inter,interred
intercostal: intercostal
intercourse: intercourse
interfere: interfere
interlude: interludes
interminable: interminable
internal: internal
internally: internally
international: international
interpret: interpreted
interpretation: interpretation
interrupt: interrupt,interrupted
interruption: interruption,interruptions
intersperse: interspersed
interval: interval,intervals
intervene: intervenes
interview: interview
intimacy: intimacy
intimate: intimate,intimates
intimately: intimately
intimation: intimation
intolerant: intolerant
intricate: intricate
intrigue: intrigues
intriguing: intriguing
introduce: introduce,introduced
introduction: introduction,introductions
introductory: introductory
intrude: intrude
intrusion: intrusion
intuition: intuition
invade: invading
invalid: invalid,invalids
invalidity: invalidity
invaluable: invaluable
invariably: invariably
invent: invent,invented,inventing
inventiveness: inventiveness
inventor: inventor
inventory: inventory,inventorying
inverse: inverse
investment: investment
invigorate: invigorating
invincible: invincible
inviolable: inviolable
invisible: invisible
invitation: invitation
invite: invite,inviting
involve: involved
involved: involved
inwardly: inwardly
inwardness: inwardness
iota: iota
ireland: ireland
irish: irish
irk: irks
iron: iron,irons
irony: irony
irregular: irregular
irreparable: irreparable
irresistible: irresistible
irresistibly: irresistibly
irresponsible: irresponsible
irresponsibly: irresponsibly
irreverent: irreverent
irritability: irritability
irritate: irritate,irritates
irritated: irritated
irritating: irritating
irritation: irritation
irs: irs
irving: irving
isabella: isabella
isaiah: isaiah
island: island
islands: islands
isle: isle
isles: isles
ism: ism
iso: iso
israel: israel
issue: issue,issued
ist: ist
italian: italian,italians
italic: italic
italics: italics
italy: italy
itch: itch
ither: ither
iv: iv
ix: ix
jack: jack
jacket: jacket
jacob: jacob
jacques: jacques
jai: jai
jail: jail
james: james
janet: janet
january: january
janus: janus
jape: jape
jar: jar
jaunt: jaunt
jealous: jealous
jealousy: jealousy
jean: jean
jekyll: jekyll
jelly: jelly
jenkin: jenkin
jerk: jerk
jerry: jerry
jerusalem: jerusalem
jest: jest,jests
jester: jester
jesting: jesting
jesuit: jesuit
jet: jet
jetty: jetties,jetty
jeux: jeux
jewellery: jewellery
jews: jews
jimmy: jimmy
jing: jing
jingle: jingles,jingling
joan: joan
job: job,jobs
john: john
johnnie: johnnie
johnson: johnson
joint: joint,joints
jointed: jointed
joke: joke,jokes,joking
joker: joker
jollity: jollity
jolly: jolly
jones: jones
jonquil: jonquils
jordan: jordan
joseph: joseph
jostle: jostling
jot: jot,jotted
jour: jour
journal: journal,journals
journalist: journalist
journey: journey
jove: jove
joy: joy
joyful: joyful
joyfully: joyfully
joyous: joyous
juan: juan
judge: judge,judged
judgment: judgment
judicious: judicious
jug: jug
juggle: juggle
jules: jules
july: july
jump: jump
jumping: jumping
juncture: juncture
june: june
juniper: juniper
jurisdiction: jurisdictions
justice: justice
justifiable: justifiable
justify: justified,justify
justly: justly
kant: kant
katharine: katharine
keats: keats
keeler: keeler
keen: keen
keenly: keenly
keepsake: keepsake
ken: ken
kent: kent
kettle: kettle
key: key
khan: khan
kick: kick,kicked
kid: kid,kids
kill: kill,killed,kills
kin: kin
kindling: kindling
kindly: kindly
kindness: kindness,kindnesses
kindred: kindred
kine: kine
king: king,kings
kingdom: kingdom,kingdoms
kingston: kingston
kirk: kirk
kirkyard: kirkyard
kiss: kiss,kissed,kisses
kitchen: kitchen
kite: kites
knack: knack
knee: knee,knees
kneed: kneed
knell: knell
knife: knife,knives
knit: knit
knock: knock,knocked,knocking
knotless: knotless
knowledge: knowledge
knox: knox
kreuzer: kreuzer
laborious: laborious
labour: labour,laboured,labours
labourer: labourer
lack: lack
lacy: lacy
lad: lad,lads
lade: lade
laden: laden
lady: ladies,lady
ladyship: ladyship
lagoon: lagoon
lagune: lagunes
laity: laity
lake: lake
lamb: lamb
lame: lame
lament: lament
lamentable: lamentable
lamia: lamia
lamp: lamp,lamps
lamplit: lamplit
lance: lance
land: land,lands
landing: landing
landlady: landlady
landlord: landlord
lands: lands
landscape: landscape,landscapes
lane: lane
lanely: lanely
lang: lang
language: language,languages
languid: languid
languor: languor
lantern: lantern
lark: larks
larks: larks
las: las
lash: lashing
lashing: lashing
lass: lass,lasses
lassitude: lassitude
lastly: lastly
late: late
latent: latent
latin: latin
latinity: latinity
laudanum: laudanum
laudation: laudation
laugh: laugh,laughed,laughing
laughable: laughable
laughingly: laughingly
laughter: laughter
launch: launched
laurence: laurence
laus: laus
law: law,laws
lawyer: lawyer,lawyers
laxity: laxity
lay: laid,lay,laying,lays
laziness: laziness
lazy: lazy
le: le
lead: lead,leading,leads,led
leaden: leaden
leader: leader
leaf: leaf,leaves
leafless: leafless
leak: leak
lean: lean,leaning,leant
leap: leaped,leaping,leaps,leapt
lear: lear
learn: learn,learned,learning,learns
learnedly: learnedly
lease: lease
leave: leave,leaves,leaving,left
lecture: lecture,lectures,lecturing
lecturing: lecturing
lee: lee
lees: lees
leeward: leeward
left: left
leg: leg,legs
legal: legal
legally: legally
legend: legend
legged: legged
legible: legible
legitimate: legitimate
legitimately: legitimately
leisure: leisure
leisurely: leisurely
leith: leith
lemon: lemon
lend: lend,lent
lengthen: lengthened
lenient: lenient
lenity: lenity
leonine: leonine
leper: lepers
les: les
leslie: leslie
lessen: lessen
lesson: lesson,lessons
lethargy: lethargy
letter: letter,letters
letterpress: letterpress
letters: letters
leve: leve
level: level
leven: leven
lewd: lewd
lewis: lewis
liability: liability
liable: liable
liberal: liberal
liberally: liberally
liberate: liberating
liberty: liberty
library: libraries,library
lice: lice
license: license
licensed: licensed
licentious: licentious
licentiously: licentiously
licht: licht
lick: lick,licking,licks
lid: lid
lie: lain,lie,lied,lies,lying
lieder: lieder
lieu: lieu
life: life,lives
lifelong: lifelong
lifetime: lifetime
lift: lift,lifted,lifts
lifting: lifting
light: light,lighted,lighter,lights,lit
lighted: lighted
lighten: lighten
lighthouse: lighthouse
lightness: lightness
lightning: lightning
likable: likable
liker: liker
lilac: lilacs
lily: lilies,lily
lime: limes
limit: limited,limits
limitation: limitation,limitations
limited: limited
limosa: limosa
limpness: limpness
lineament: lineament
ling: ling
linger: linger,lingers
linguist: linguist
link: link,linked,links
lion: lion
lions: lions
lip: lip,lips
liquid: liquid
liquidation: liquidation
list: list
listen: listen,listening
listener: listener
literary: literary
literature: literature
litre: litres
litten: litten
live: live,lived,lives,living
lived: lived
lively: livelier,lively
liver: liver
livid: livid
living: living
livingly: livingly
livre: livres
lloyd: lloyd
lo: lo
load: loaded
loaf: loaf
loan: loan
loathe: loathe,loathes
loathing: loathing
loathsome: loathsome
lobster: lobster
local: local
locate: located
location: locations
loch: loch
locker: lockers
locks: locks
lodge: lodge
lodging: lodging
lodgings: lodgings
logan: logan
logic: logic
logical: logical
logomachy: logomachy
london: london
londres: londres
lone: lone
lonely: lonely
longing: longing
longingly: longingly
longueur: longueurs
lood: lood
lookout: lookout
loop: loops
loose: loose
lope: lope
loquaciously: loquaciously
loquitur: loquitur
lord: lord
lore: lore
lose: lose,lost
losh: losh
loss: loss
lost: lost
lot: lot,lots
lotte: lotte
lotus: lotus
loud: loud,louder
loudlier: loudlier
loudly: loudly
louis: louis
lout: lout
lovable: lovable
love: love,loved,loves
loveless: loveless
lovely: lovelier,loveliest,lovely
lover: lover,lovers
loving: loving
lowland: lowland
loyal: loyal
loyalty: loyalty
lubberly: lubberly
lucia: lucia
lucidity: lucidity
lucifer: lucifer
luck: luck
luckily: luckily
lucky: lucky
lucre: lucre
lud: lud
ludicrous: ludicrous
lug: lug
lumber: lumber
luminous: luminous
lunatic: lunatic
lunch: lunch,lunched
luncheon: luncheon
lung: lung,lungs
lunt: lunted
lure: lures
lurk: lurk
lust: lust,lusts
lustful: lustful
lustre: lustre
luxurious: luxurious
luxury: luxury
lyart: lyart
lynch: lynch
lyre: lyre
lyric: lyric
lyrical: lyrical
macaroon: macaroons
macbeth: macbeth
maccaroni: maccaroni
macduff: macduff
macerate: macerated
machine: machine
machinery: machinery
mackerel: mackerel
mad: mad,maddest
madam: madam
madame: madame
madcap: madcap
madman: madman
madonna: madonna
madonnas: madonnas
magazine: magazine,magazines
magician: magician
magistrate: magistrates
magnetic: magnetic
magnificent: magnificent
magnify: magnified
magnitude: magnitude
mahomet: mahomet
maid: maid
mail: mail
mailing: mailing
maimed: maimed
main: main
maintain: maintaining
mair: mair
maist: maist
majority: majority
mal: mal
malays: malays
malicious: malicious
mall: mall
malt: malt
mamma: mamma
mammy: mammy
manacle: manacled
manage: manage,managed
manager: manager
mandarin: mandarins
manfully: manfully
mangle: mangle,mangling
mangold: mangold
manhattan: manhattan
manhood: manhood
mania: mania
mankind: mankind
manliness: manliness
manly: manlier,manly
mann: mann
manner: manner
mannered: mannered
mannering: mannering
manners: manners
manse: manse
mansion: mansion
manual: manual
manuscript: manuscript,manuscripts
map: map,maps
mar: marred
marble: marble,marbles
marcel: marcel
march: march,marched
margaret: margaret
margin: margin
marie: marie
marigold: marigolds
marine: marine
mariner: mariner
marion: marion
mark: mark,marked,marks
marked: marked
market: market
marquis: marquis
marriage: marriage
married: married
marrow: marrow
marry: married,marry
marseille: marseille
marseilles: marseilles
martha: martha
martial: martial
martin: martin
martyr: martyr
marvel: marvel,marvelling,marvels
marvellous: marvellous
mary: mary
masquerader: masqueraders
mass: mass,masses
master: master,mastered,masters
masterfulness: masterfulness
masterpiece: masterpiece,masterpieces
mastery: mastery
mastodon: mastodon
match: match,matches
material: material,materials
materially: materially
maternal: maternal
matter: matter,matters
mature: mature
maud: maud
maudlin: maudlin
maun: maun
maurice: maurice
mavis: mavis
maxim: maxim,maxims
maximum: maximum
maximus: maximus
maze: maze
meadow: meadow,meadows
meal: meal,meals
meaning: meaning
meaningless: meaningless
meanly: meanly
meanness: meanness
measure: measure,measured
meat: meat
mechanic: mechanic
medea: medea
media: media
medicine: medicine,medicines
meditate: meditate,meditates,meditating
meditative: meditative
mediterranean: mediterranean
medium: medium
medley: medley
meerschaum: meerschaum
meet: meet,met
mein: mein
melancholy: melancholy
melbourne: melbourne
mellower: mellower
melodious: melodious
melody: melody
melon: melon
melt: melted
mem: mem
memoir: memoir
memoirs: memoirs
memorandum: memorandum
memorial: memorial
memories: memories
memory: memory
menacing: menacing
mend: mend
menial: menial
mental: mental
mention: mention,mentioned
menu: menu
merchant: merchants
merchantability: merchantability
mercifully: mercifully
mercy: mercies
mere: mere,merest
merit: merit,merits
merrily: merrily
merry: merriest,merry
merton: merton
mess: mess
message: message
messieurs: messieurs
metaphor: metaphors
metaphysics: metaphysics
method: method,methods
methodic: methodic
methodically: methodically
metrical: metrical
mexican: mexican
mezzo: mezzo
mi: mi
michael: michael
micht: micht
mid: mid
middle: middle
midnight: midnight
midst: midst
mighty: mighty
mild: mild,milder
mildly: mildly
mile: mile,miles
milestone: milestone
military: military
milk: milk
miller: miller
milton: milton
minauderie: minauderie
mincing: mincing
mind: mind,minding,minds
minded: minded
miniature: miniature
minim: minim
minimis: minimis
mining: mining
minion: minion
minister: minister,ministers
minnie: minnie
minor: minor
mint: minted
minute: minute,minutes
mir: mir
miracle: miracle
mire: mire
mirk: mirk
mirth: mirth
miry: miry
mis: mis
misanthrope: misanthrope
misapprehend: misapprehended
misbegotten: misbegotten
miscall: miscall
miscarry: miscarries
miscellany: miscellanies
mischief: mischief
misconduct: misconduct
misdirect: misdirected
miser: miser
miserable: miserable
miserably: miserably
misery: miseries,misery
misgive: misgives
mislay: mislaid
mislead: misled
mismanage: mismanage,mismanaged
mismanagement: mismanagement
misprint: misprints
misquote: misquote
missile: missile
mission: mission
mississippi: mississippi
missouri: missouri
misspell: misspell
mist: mist
mistake: mistake
mistaken: mistaken
mistook: mistook
mistral: mistral
mistress: mistress
mistrust: mistrust
misunderstand: misunderstand
misunderstanding: misunderstanding,misunderstandings
mix: mix
mixed: mixed
mizzle: mizzled
mock: mock
mode: mode,modes
model: model,models
moderate: moderate
moderation: moderation
modern: modern
modest: modest
modestly: modestly
modicum: modicum
modification: modification
modify: modified
moi: moi
moisten: moistened
moll: moll
mollify: mollified
moment: moment,moments
momentous: momentous
mon: mon
monarch: monarch
monday: monday
money: money
monk: monks
monody: monody
monotonous: monotonous
monotony: monotony
monseigneur: monseigneur
monster: monster
monstrous: monstrous
mont: mont
monte: monte
monterey: monterey
month: month,months
monument: monument,monuments
mony: mony
moo: moo
mood: mood,moods
mool: mools
moon: moon
moonlight: moonlight
moonlit: moonlit
moonstone: moonstone
moor: moor
moorland: moorland,moorlands
moral: moral,morals
moralise: moralise
moralist: moralist,moralists
morality: morality
morally: morally
morals: morals
morbid: morbid
morel: morel
morgue: morgue
morn: morn
morning: morning
morose: morose
morphine: morphine
morris: morris
morrow: morrow
mortal: mortal
mortality: mortality
mortar: mortar
mortification: mortification
mortify: mortified,mortify
mortifying: mortifying
morts: morts
moses: moses
mossy: mossy
mother: mother,mothers
motion: motion,motioned
motive: motives
motto: motto,mottoes
mould: mould,moulded
mouldy: mouldy
mount: mount,mounts
mountain: mountain,mountains
mountainous: mountainous
mountains: mountains
mourn: mourn
mouse: mouse
mousetrap: mousetrap
moustache: moustache
mouth: mouth,mouths
mouthful: mouthful
movement: movement,movements
mucker: mucker
muckle: muckle
mud: mud
muddled: muddled
muff: muff
mull: mull
multiple: multiple
multiplication: multiplication
multiply: multiplying
multitude: multitude,multitudes
multitudinous: multitudinous
mumble: mumbled
mump: mump
municipal: municipal
murder: murder,murdered,murders
murderous: murderous
murphy: murphy
murra: murra
muscovite: muscovite
muse: muse,muses
muses: muses
music: music
musical: musical
musingly: musingly
mustard: mustard
mutilate: mutilate
mutiny: mutiny
mutton: muttons
muzzle: muzzle
myriad: myriad
mysterious: mysterious
mystery: mysteries,mystery
mystification: mystifications
myth: myth
mythical: mythical
mythology: mythology
nae: nae
naebody: naebody
nail: nail,nails
naked: naked
nameless: nameless
nancy: nancy
napa: napa
napier: napier
napoleon: napoleon
narcotic: narcotic
narrate: narrating
narrative: narrative
narrator: narrator
narrow: narrow
narwhal: narwhals
nary: nary
nastiness: nastiness
nasty: nasty
nation: nation,nations
national: national
native: native
natty: natty
natural: natural
naturally: naturally
nature: nature,natures
nautical: nautical
navigation: navigation
navigator: navigator
navvy: navvies
navy: navy
nearer: nearer
neat: neat
neatness: neatness
nebraska: nebraska
nebula: nebulae
necessity: necessities,necessity
neck: neck
neckcloth: neckcloth
needful: needful
needle: needle,needles
needy: needy
negative: negative,negatives
neglect: neglect,neglected
neglectful: neglectful
negligence: negligence
negro: negro
neighbour: neighbour,neighbouring,neighbours
neighbourhood: neighbourhood
nell: nell
nelly: nelly
nelson: nelson
nemesis: nemesis
nerve: nerve,nerves
nervous: nervous
nest: nest
nestle: nestling
nesty: nesty
nettle: nettles
network: network
newfoundland: newfoundland
newly: newly
news: news
newsletter: newsletter
newspaper: newspapers
nib: nib
nice: nice,nicest
nicely: nicely
nicht: nicht
nickname: nickname
niece: niece
nigel: nigel
niggardly: niggardly
nigh: nigh
night: night,nights
nightfall: nightfall
nightingale: nightingales
nightingales: nightingales
nightly: nightly
nightmare: nightmare
nights: nights
nil: nil
nimbus: nimbus
nimrod: nimrod
ninepence: ninepence
nineteenth: nineteenth
ninth: ninth
noble: noble,nobler
nobly: nobly
nocturnal: nocturnal
nod: nod,nodded
noise: noise
noisy: noisy
noll: noll
nom: nom
nomenclature: nomenclature
nondescript: nondescript
nonproprietary: nonproprietary
nonsense: nonsense
noo: noo
noon: noon
norma: norma
normal: normal
norse: norse
north: north
norther: norther
northerly: northerly
northern: northern
norway: norway
norwegian: norwegian
nose: nose
nosed: nosed
noster: noster
notably: notably
notary: notary
note: note,notes
notedly: notedly
notes: notes
notice: notice,noticed
notify: notifies
notion: notion
notoriety: notoriety
notorious: notorious
notre: notre
nought: nought
nourish: nourish
nourished: nourished
nous: nous
novelette: novelette
novelist: novelist,novelists
novelty: novelty
november: november
nowadays: nowadays
nuisance: nuisances
nullity: nullity
numerous: numerous
nurse: nurse,nursed
nursery: nursery
nursing: nursing
nut: nuts
nuts: nuts
nutshell: nutshell
oak: oak
oakland: oakland
oakwood: oakwood
oath: oath,oaths
obedience: obedience
obedient: obedient
obey: obey,obeyed
object: object,objected,objects
objection: objection
obligation: obligations
oblige: oblige,obliged,obliging
obliterate: obliterates
obscure: obscure
obscurity: obscurities
observation: observation,observations
observe: observe,observed,observing
obsession: obsession
obsolete: obsolete
obstacle: obstacles
obtrusive: obtrusive
obtrusively: obtrusively
obvious: obvious
occasion: occasion
occasional: occasional
occasionally: occasionally
occupant: occupant
occupation: occupation,occupations
occupy: occupied,occupies
occur: occur,occurred,occurs
ocean: ocean,oceans
octavo: octavo
october: october
octosyllabic: octosyllabic
odal: odal
odd: odd,oddest
odds: odds
ode: ode,odes
odic: odic
odour: odour
odyssey: odyssey
offence: offence
offend: offended
offended: offended
offensive: offensive
offer: offer,offered,offers
offering: offering
office: office,offices
officer: officer
official: official
offspring: offspring
oftener: oftener
ohio: ohio
oil: oil,oiled
oily: oily
olden: olden
oldish: oldish
oleum: oleum
olive: olive,olives
olivier: olivier
olympian: olympian
omar: omar
omen: omen
omission: omission
omit: omit
omnibus: omnibus,omnibuses
omnipotent: omnipotent
ondoyant: ondoyant
oneself: oneself
onion: onions
online: online
onslaught: onslaught
onwards: onwards
ony: ony
oot: oot
openness: openness
opera: opera
operations: operations
opinion: opinion,opinions
opium: opium
opportunity: opportunities,opportunity
opposed: opposed
opposition: opposition
optimism: optimism
opulently: opulently
opuscule: opuscule
oracle: oracle
orange: orange
oratory: oratory
orchard: orchards
orchestra: orchestra
orchestration: orchestration
orderly: orderly
ordinarily: ordinarily
ordinary: ordinary
organ: organ
organised: organised
organize: organized
oriental: oriental
origin: origin
original: original,originals
originality: originality
originally: originally
originator: originator
orleans: orleans
ornament: ornament
ornamental: ornamental
orphan: orphan
orthodox: orthodox
orthography: orthography
ortolan: ortolans
ossianic: ossianic
ostend: ostend
ostensible: ostensible
otherwhere: otherwhere
otto: otto
ounce: ounce
outdated: outdated
outfit: outfit
outing: outing
outlandish: outlandish
outlay: outlay
outline: outline,outlined,outlines
outlive: outlive
outlook: outlook
outspoken: outspoken
outspokenness: outspokenness
outspread: outspread
overborne: overborne
overcome: overcome
overdone: overdone
overdrive: overdrive
overgrown: overgrown
overhaul: overhaul,overhauling
overhead: overhead
overjoy: overjoyed
overjoyed: overjoyed
overlie: overlies
overlook: overlooking
overpower: overpowered
overstep: overstepping
overstrained: overstrained
overt: overt
overtake: overtake
overture: overture
overwhelmed: overwhelmed
overwhelming: overwhelming
overwork: overwork,overworked
ow: ower
owe: owe,owed
owner: owner
ox: ox
oxford: oxford
pace: pace
pacific: pacific
pacify: pacify,pacifying
pacing: pacing
pack: pack,packed
packet: packet
paddle: paddle,paddles
paddock: paddock
padre: padre
pagan: pagan
pain: pain,pains
pained: pained
painful: painful
painfully: painfully
paint: paint,painted,painting
painter: painter,painters
pair: pair
palace: palace
palais: palais
palatial: palatial
pale: pale
pall: pall
pallid: pallid
palm: palm,palms
palmy: palmy
paltry: paltry
pampered: pampered
pan: pan,pans
pang: pang
panic: panic
panting: panting
papa: papa
paper: paper,papers
papers: papers
paperwork: paperwork
par: par,pars
parable: parable,parables
parade: paraded
paradise: paradise
paragraph: paragraph,paragraphs
paralyse: paralysing
parc: parc
parchment: parchments
pardon: pardon
pardy: pardy
parent: parent,parents
parentage: parentage
parental: parental
parenthesis: parenthesis
pariah: pariah
paris: paris
parish: parish
park: park
parle: parle
parliament: parliament
parlour: parlour,parlours
parlous: parlous
parochial: parochial
parody: parody
parrot: parrot,parrots
parsimony: parsimony
parson: parson,parsons
partial: partial
partiality: partiality
partially: partially
partisan: partisan
partly: partly
partnership: partnership
partridge: partridge,partridges
party: parties,party
pas: pas
pascal: pascal
pass: pass,passed,passes,passing
passage: passage,passages
passer: passers
passing: passing
passion: passion,passions
passionless: passionless
passive: passive
pastime: pastimes
pat: pat
patch: patch,patches,patching
patent: patent
patently: patently
pater: pater
paternal: paternal
paternally: paternally
path: path,paths
pathetic: pathetic
pathetically: pathetically
pathway: pathways
patience: patience
patient: patient
patiently: patiently
patois: patois
patrick: patrick
patriotic: patriotic
patronage: patronage
pattern: pattern
paul: paul
pauper: paupers
pause: pause,pauses,pausing
pavement: pavement
paven: paven
pavilion: pavilion
pavillon: pavillon
pawed: pawed
pawn: pawn
pay: paid,pay,paying,pays
payment: payments
pea: pea,peas
peace: peace
peaceful: peaceful
peacefully: peacefully
peach: peach
peal: pealing
peasant: peasant
peasantry: peasantry
pebble: pebbles
peculiar: peculiar
peculiarly: peculiarly
pecuniary: pecuniary
pedantic: pedantic
pedantry: pedantry
peddle: peddling
pedestrian: pedestrian
peebles: peebles
peel: peel
peep: peeps
peevish: peevish
peevishness: peevishness
pegasus: pegasus
