abatement: abatement
punctually: punctually
punish: punish
punishment: punishment
puppet: puppets
purchase: purchase,purchased,purchases
pure: pure
purport: purport
purpose: purpose
purposely: purposely
purse: purse,purses
pursue: pursue,pursued,pursuing
pursuit: pursuit,pursuits
push: push
puzzle: puzzle
puzzled: puzzled
pyramid: pyramids
quadrille: quadrille
qualification: qualifications
qualified: qualified
quality: qualities,quality
quantity: quantity
quarrel: quarrel,quarrelled,quarrelling
quarrelsome: quarrelsome
quarter: quarter,quartered,quarters
querulous: querulous
quest: quest
question: question,questioned,questions
quick: quick
quickness: quickness
quiet: quiet,quieted,quieter
quietly: quietly
quintessential: quintessential
quit: quit,quitted,quitting
race: race
rack: racked
rage: rage
ragout: ragout
rail: rail
rain: rain,rained
rainy: rainy
raise: raised,raising
rally: rallied
ramble: ramble,rambled
range: range
rank: rank
rant: rant
rapacity: rapacity
rapid: rapid
rapidity: rapidity
rapidly: rapidly
rapture: rapture,raptures
rapturous: rapturous
rapturously: rapturously
rare: rarest
rascality: rascality
rash: rash
rashness: rashness
rate: rate,rated
rational: rational
rationally: rationally
rattle: rattle
reach: reach,reached,reaching
read: read,reading
reader: reader,readers
readiness: readiness
reading: reading
ready: ready
real: real
realism: realism
reality: realities,reality
realize: realized
reap: reap
reappear: reappear
reason: reason,reasons
reasonable: reasonable
reasonableness: reasonableness
reasoning: reasoning
rebuke: rebuke
recall: recall,recalled
recede: recede
receipt: receipt
receive: receive,received,receives,receiving
reception: reception
recital: recital
reckon: reckon,reckoned
recognize: recognized,recognizing
recollect: recollect,recollected,recollecting
recollection: recollection,recollections
recommence: recommenced
recommend: recommend,recommended,recommending
recommendation: recommendation,recommendations
reconcile: reconcile,reconciled,reconciling
reconciliation: reconciliation
reconsider: reconsidering
recover: recover,recovered,recovering
recovery: recovery
recreation: recreation
rectitude: rectitude
rector: rector
rectory: rectory
recur: recurring
red: red
redress: redress
reduce: reduced
reel: reel
refer: referred
reference: reference
refinement: refinements
reflect: reflect,reflected,reflecting
reflection: reflection,reflections
refrain: refrain,refrained
refreshing: refreshing
refreshment: refreshment
refuge: refuge
refusal: refusal,refusals
refuse: refuse,refused,refusing
refute: refute
regain: regain,regained
regard: regard,regarded
regiment: regiment
regimental: regimentals
regret: regret,regrets,regretted,regretting
regular: regular
regularly: regularly
regulars: regulars
regulate: regulate,regulated
regulation: regulation
rehearsal: rehearsal
reject: reject,rejected,rejecting
rejection: rejection
rejoice: rejoice,rejoiced,rejoicing
rejoin: rejoined
rekindle: rekindled
relate: relate,relates,relating
relation: relation,relations
relationship: relationship
relative: relative
release: release
reliance: reliance
relief: relief
relieve: relieve,relieved
relieved: relieved
relinquish: relinquish
relish: relished
reluctance: reluctance
reluctant: reluctant
rely: relied,rely
remain: remain,remained,remaining,remains
remainder: remainder
remains: remains
remark: remark,remarked,remarks
remarkable: remarkable
remarkably: remarkably
remedy: remedy
remember: remember,remembered,remembering
remembrance: remembrance
remind: remind,reminded,reminding
remonstrance: remonstrance
remorse: remorse
removal: removal
remove: remove,removed,removing
render: render,rendered,rendering
renew: renewed,renewing
renewal: renewal
repair: repaired
repay: repaid
repeat: repeat,repeated,repeating
repeatedly: repeatedly
repel: repel,repelled
repent: repent,repented
repentance: repentance
repetition: repetition
repine: repine,repining
repining: repining
replete: replete
reply: replied,replies,reply,replying
report: report,reporting,reports
repose: repose
reprehensible: reprehensible
represent: represent,represented,representing
representation: representation
repress: repress,repressed,repressing
reproach: reproach,reproached,reproaches
reproof: reproof,reproofs
repugnance: repugnance
repugnant: repugnant
repulse: repulsed
repulsive: repulsive
reputation: reputation
reputed: reputed
request: request,requested,requesting
requester: requester
require: require,required,requiring
requisite: requisite
requite: requited
rescue: rescue
resemblance: resemblance
resent: resent,resented,resents
resentful: resentful
resentfully: resentfully
resentment: resentment,resentments
reserve: reserve,reserves
reside: resides,residing
residence: residence
resign: resign,resigned,resigning
resignation: resignation
resist: resist,resisted,resisting
resistance: resistance
resolute: resolute
resolutely: resolutely
resolution: resolution
resolve: resolve,resolved,resolving
resounding: resounding
resource: resource
respect: respect,respected,respecting
respectability: respectability
respectable: respectable
respected: respected
respectful: respectful
respective: respective
respects: respects
rest: rest,rested
restless: restless
restoration: restoration
restore: restored,restoring
restrain: restrain,restrained
restrained: restrained
restraint: restraint
restricted: restricted
restriction: restrictions
result: result
resume: resume,resuming
retail: retail,retailing
retain: retain,retained,retaining,retains
retaliate: retaliate
retire: retired
retirement: retirement
retort: retort
retreat: retreated,retreating
retrench: retrenched
retrospective: retrospective
return: return,returned,returning,returns
reveal: revealed,revealing
revenge: revenge
revere: revered
reverie: reverie
reverse: reverse
revert: reverting
review: review
revise: revised
revision: revision
revival: revival
revive: revive,revived
revolt: revolt,revolted
revolution: revolution
revolving: revolving
reward: rewarded
rich: rich
richard: richard
richly: richly
rid: rid
ride: ride,riding,rode
ridge: ridge
ridicule: ridicule,ridiculing
ridiculous: ridiculous
rightful: rightful
rightly: rightly
rise: rise,risen,rises,rising,rose
risk: risk
rite: rites
rival: rival,rivals
river: river,rivers
road: road,roads
roast: roasting
roasted: roasted
rob: rob
robinson: robinson
rock: rocks
romantic: romantic
root: rooted
rose: roses
rough: rough
rouse: roused
route: route
rs: rs
rude: rude
rudeness: rudeness
ruin: ruin,ruined,ruining
rule: rule
running: running
rush: rushed
ruskin: ruskin
ruthless: ruthless
sacrifice: sacrifice,sacrificed
sad: sad
sadly: sadly
safe: safe,safest
safely: safely
safety: safety
sagacity: sagacity
sake: sake,sakes
salad: salad
sally: sallied,sally
saloon: saloon
salutation: salutation
sameness: sameness
sanction: sanction,sanctioned
sanguine: sanguine
sarah: sarah
sarcastic: sarcastic
sash: sash
satin: satin
satire: satire
satirical: satirical
satisfaction: satisfaction,satisfactions
satisfactorily: satisfactorily
satisfactory: satisfactory
satisfied: satisfied
satisfy: satisfied,satisfy,satisfying
saturday: saturday
saucy: saucy
savage: savage
savagery: savagery
save: save,saved,saving
savour: savours
scale: scale
scamper: scampering
scandalous: scandalous
scapegoat: scapegoat
scarborough: scarborough
scarce: scarce
scarcely: scarcely
scarcity: scarcity
scarlet: scarlet
scatter: scattered
scene: scene,scenes
scheme: scheme,schemes,scheming
school: school
science: science
scious: scious
scold: scold,scolded,scolding
scope: scope
score: score,scores
scorn: scorn,scorned
scornful: scornful
scotch: scotch
scotland: scotland
scott: scott
scrape: scrape
scratch: scratches
screen: screen,screens
scruple: scruple,scrupled,scruples
scrupulous: scrupulous
scrutiny: scrutiny
sea: sea
search: search,searching
season: season
seasonable: seasonable
seat: seat,seated,seats
secluded: secluded
seclusion: seclusion
secrecy: secrecy
secret: secret,secrets
secretly: secretly
sect: sect
secure: secure,secured
security: security
sedate: sedate
sedateness: sedateness
seduction: seduction
seek: seek,seeking,sought
seize: seize,seized,seizing
seldom: seldom
select: selected,selecting
selfish: selfish
selfishness: selfishness
sell: sell
seminary: seminaries
send: send,sending,sends
seniority: seniority
sensation: sensation,sensations
sense: sense
sensibility: sensibility
sensibly: sensibly
sentence: sentence,sentences
sentiment: sentiment,sentiments
sentinel: sentinel
separate: separate,separated,separates,separating
separately: separately
separation: separation
september: september
sequel: sequel
serenity: serenity
sermon: sermon,sermons
servant: servant,servants
serve: serve,serving
service: service,services
serviceable: serviceable
servility: servility
set: set,sets,setting
settle: settle,settled,settling
settled: settled
settlement: settlement,settlements
severe: severe,severest
severity: severity
sex: sex
sha: sha
shade: shade
shades: shades
shake: shake,shaken,shaking,shook
shame: shame
shameful: shameful
shameless: shameless
shape: shape
shapely: shapely
share: share,shared,sharing
sharer: sharers
sharing: sharing
sharp: sharp
sharpen: sharpened
sharpness: sharpness
sheet: sheet,sheets
shelf: shelves
sheltered: sheltered
shield: shield
shift: shift,shifting
shilling: shillings
shine: shine
shire: shire
shock: shock,shocked,shocks
shocked: shocked
shocking: shocking
shoe: shoe,shoes
shoot: shoot,shot
shop: shop,shops
shopboy: shopboy
shopping: shopping
short: short,shorter
shorten: shorten
shortly: shortly
shortness: shortness
shoulder: shoulders
shrewish: shrewish
shrink: shrink,shrunk
shrubbery: shrubbery
shrug: shrug
shut: shut
shy: shy
shyness: shyness
sick: sick
sickly: sickly
sideboard: sideboard
sigh: sigh,sighed
sight: sight
sighted: sighted
sign: sign,signs
signal: signal
signify: signify
silence: silence,silenced
silent: silent
silently: silently
silly: silliest,silly
similarity: similarity
simper: simpered,simpers
simple: simple
simpleton: simpleton
simply: simply
sin: sins
sincerely: sincerely
sincerity: sincerity
sing: sang,sing,singing,sings
singing: singing
single: single,singled,singling
singular: singular
sink: sink,sinking,sunk
sir: sir
sister: sister,sisters
sisterly: sisterly
sit: sat,sit,sitting
sitting: sitting
situate: situated
situation: situation,situations
sixpence: sixpence
sixteen: sixteen
sixth: sixth
size: size
sized: sized
sketch: sketch
skill: skill
slacken: slacken
slave: slave
sleep: sleep,sleeping,slept
sleepless: sleepless
sleeve: sleeves
slight: slight,slighted,slightest
slightingly: slightingly
slit: slit
slope: sloping
slow: slow
slowly: slowly
sly: sly
slyness: slyness
smart: smart,smarting
smile: smile,smiled,smiles,smiling
smilingly: smilingly
smirk: smirks
smith: smith
smoothly: smoothly
snarl: snarling
sneer: sneer
sneering: sneering
snug: snug
social: social
society: societies,society
sofa: sofas
soften: softened
softened: softened
softness: softness
solace: solace,solaced
soldier: soldiers
sole: sole
solely: solely
solemn: solemn
solemnity: solemnity
solicit: solicit,soliciting
solicitation: solicitation
solicitude: solicitude
solid: solid
solidity: solidity
solitary: solitary
solitude: solitude
son: son,sons
song: song,songs
sonnet: sonnet
soothe: soothe,soothed
sore: sore
sorely: sorely
sorrow: sorrow
sort: sort
soul: soul
sound: sound,sounds
soup: soup
sour: sour
source: source,sources
south: south
space: space
spacious: spacious
spanish: spanish
spar: spars
spare: spare,spared
sparkle: sparkled
spasm: spasms
speak: speak,speaking,speaks,spoke,spoken
speaker: speaker
speaking: speaking
special: special
species: species
spectator: spectator,spectators
speculation: speculation
speech: speech,speeches
speechless: speechless
speed: speed
speedily: speedily
speedy: speediest,speedy
spend: spend,spending,spent
sphere: sphere
spirit: spirit,spirits
spirited: spirited
spiritless: spiritless
spite: spite
spiteful: spiteful
spleen: spleen
splendid: splendid
splendour: splendour
spoil: spoiled,spoilt
spoiled: spoiled
spoilt: spoilt
spokesman: spokesman
sport: sport,sports
sportive: sportive
sportsman: sportsmen
spot: spot,spots
sprain: sprained
spread: spread,spreading
spring: sprang,spring,springing,springs
spur: spur
spurn: spurned
squeamish: squeamish
stability: stability
stable: stables
stage: stage
stagger: staggered
stair: stairs
staircase: staircase
stairs: stairs
stamp: stamp
stand: stand,standing,stands,stood
stanza: stanzas
stare: stared
start: start,started,starting
startle: startled
startled: startled
startling: startling
starve: starve
stateliness: stateliness
stately: stately
statement: statement
station: station,stationed
stay: stay,stayed,staying,stays
staying: staying
steadfast: steadfast
steadfastly: steadfastly
steadily: steadily
steadiness: steadiness
steady: steady
steal: stole
stem: stem
step: step,stepped,stepping,steps
steward: steward
stiffly: stiffly
stiffness: stiffness
stile: stiles
stiltedly: stiltedly
stir: stir,stirred,stirring,stirs
stocking: stockings
stoke: stoke
stone: stone
store: storing
storm: storm
story: story
stout: stout
stoutly: stoutly
strange: strange
strangely: strangely
strangeness: strangeness
stranger: stranger,strangers
stratagem: stratagems
straw: straws
stream: stream
street: street,streets
strength: strength
strenuously: strenuously
stress: stress
stretch: stretch,stretched,stretching
strict: strictest
strictly: strictly
stricture: strictures
strike: strike,struck
striking: striking
strikingly: strikingly
strive: striving
stroke: stroke,strokes
stroll: stroll
strong: strong,stronger,strongest
struggle: struggle,struggled,struggles,struggling
stubbornness: stubbornness
studier: studier
studious: studious
study: studied,studies,study,studying
stuffy: stuffy
stumble: stumbling
stupid: stupid,stupider
stupidity: stupidity
style: style
subdivision: subdivisions
subject: subject,subjects
subjection: subjection
subjoin: subjoin
submit: submit,submitted
subsequent: subsequent
subside: subsided
subsist: subsist,subsisted,subsisting
substance: substance
substantial: substantial
substitute: substitute
subtle: subtle
succeed: succeed,succeeded,succeeding,succeeds
success: success
successful: successful
succession: succession
successively: successively
successor: successor
sudden: sudden
suddenly: suddenly
suddenness: suddenness
suffer: suffer,suffered,suffering,suffers
sufferer: sufferer
suffering: suffering,sufferings
sufficiency: sufficiency
sufficient: sufficient
suffrage: suffrages
suggestion: suggestion
suit: suit,suited,suiting
suitable: suitable
suitableness: suitableness
suited: suited
sum: sum
summer: summer
summon: summon,summoned
summons: summons
sunday: sunday
supercilious: supercilious
superciliousness: superciliousness
superfluous: superfluous
superintend: superintended,superintends
superintendence: superintendence
superior: superior
superiority: superiority
superlatively: superlatively
supersede: superseded
supper: supper
supplication: supplication
supply: supplied,supply,supplying
support: support,supported
suppose: suppose,supposed,supposing
supposition: supposition,suppositions
suppress: suppress,suppressed
surely: surely
surmise: surmise,surmises
surmount: surmount
surpass: surpass,surpassing
surprise: surprise,surprised
surprised: surprised
surround: surrounded,surrounding
survey: survey,surveying
survive: survive,survived
survivor: survivor
susceptibility: susceptibility
suspect: suspect,suspected,suspecting,suspects
suspend: suspend,suspended
suspense: suspense
suspicion: suspicion,suspicions
suspicious: suspicious
sustain: sustained
swallow: swallowed
sweet: sweet,sweetest
sweetness: sweetness
swell: swell,swelled,swelling
swift: swift
swiftian: swiftian
syllable: syllable,syllables
symmetry: symmetry
sympathize: sympathize
symptom: symptom,symptoms
synonymously: synonymously
table: table,tables
tacit: tacit
taciturn: taciturn
tackle: tackle
tailpiece: tailpiece
talent: talent,talents
talk: talk,talked,talking,talks
talker: talker
talking: talking
tall: tall,taller,tallest
tan: tanned
taste: taste,tastes
tax: tax
tea: tea
teach: taught,teach,teaching
tear: tear,tears
tease: tease,teased,teasing
tedious: tedious
temper: temper,tempered,tempers
tempered: tempered
temporary: temporary
tempt: tempt,tempted
temptation: temptation,temptations
tenant: tenant,tenants
tend: tend
tendency: tendency
tender: tender
tenderly: tenderly
tenderness: tenderness
tenour: tenour
tent: tent,tents
term: term,termed,terms
termination: termination
terrific: terrific
testify: testified,testifying
testimony: testimony
thankful: thankful
thankfully: thankfully
thankfulness: thankfulness
theatre: theatre,theatres
theatrical: theatrical
thinking: thinking
thirdly: thirdly
thirteen: thirteen
thither: thither
thorpe: thorpe
thoughtful: thoughtful
thoughtfulness: thoughtfulness
thoughtless: thoughtless
thoughtlessness: thoughtlessness
threadbare: threadbare
threat: threats
threaten: threatened
thrill: thrills
throat: throat
throw: threw,throw,throwing,thrown
thursday: thursday
thwart: thwarted
ticket: tickets
tide: tide
tiding: tidings
time: time,timed,times
times: times
tint: tints
tire: tires
tired: tired
tiresome: tiresome
tithe: tithes
title: title
toilette: toilette
token: token
tolerable: tolerable
tolerably: tolerably
tone: tone,tones
tongue: tongue,tongues
tooth: teeth
topic: topic,topics
torment: torment,tormenting
torture: tortured
total: total
totally: totally
touch: touch,touched,touches
tour: tour
town: town
trace: trace,traced,traces
tractable: tractable
trade: trade
tradesman: tradesman
traditional: traditional
train: train
trait: trait
tranquil: tranquil
tranquillity: tranquillity
tranquilly: tranquilly
transaction: transactions
transfer: transferred
transformation: transformation
transient: transient
transition: transition
transpire: transpired
transport: transport,transports
travel: travelled,travelling
traveller: travellers
treasure: treasure,treasured
treat: treat,treated,treating
treatment: treatment
tree: trees
tremble: tremble,trembled,trembling
trepidation: trepidation
trespass: trespass
trial: trial,trials
tribute: tribute
trick: tricks
trifle: trifle,trifled
trifling: trifling
trim: trim,trimming
triumph: triumph,triumphing
triumphant: triumphant
triumphantly: triumphantly
trivial: trivial
troop: troop
trouble: trouble,troubling
troublesome: troublesome
trout: trout
true: true,truest
trunk: trunk,trunks
trust: trust,trusted,trusting
truth: truth
tuesday: tuesday
tumult: tumult
turnpike: turnpike,turnpikes
twelvemonth: twelvemonth
type: type
ugly: uglier,ugly
ultimately: ultimately
unabashed: unabashed
unabated: unabated
unable: unable
unaccountable: unaccountable
unacknowledged: unacknowledged
unacquainted: unacquainted
unaffected: unaffected
unaffectedly: unaffectedly
unallied: unallied
unalloyed: unalloyed
unalterable: unalterable
unamiable: unamiable
unanswerable: unanswerable
unappeasable: unappeasable
unasked: unasked
unassailed: unassailed
unassuming: unassuming
unattended: unattended
unavailing: unavailing
unavoidable: unavoidable
unavoidably: unavoidably
unaware: unaware
unbecoming: unbecoming
unbending: unbending
unblemished: unblemished
uncertain: uncertain
uncertainty: uncertainty
unchanged: unchanged
uncivil: uncivil
uncle: uncle,uncles
uncomfortable: uncomfortable
uncommon: uncommon
uncommonly: uncommonly
uncompanionable: uncompanionable
unconcern: unconcern
unconcerned: unconcerned
unconnected: unconnected
unconsciously: unconsciously
uncontrolled: uncontrolled
undeceive: undeceive
undecided: undecided
undergo: undergone
understand: understand,understanding,understood
understanding: understanding
undertake: undertaken
undertaking: undertaking
undervalue: undervalued
undervaluing: undervaluing
undeserved: undeserved
undeserving: undeserving
undetermined: undetermined
undiminished: undiminished
undo: undo,undone
undoubted: undoubted
undoubtedly: undoubtedly
undutiful: undutiful
uneasiness: uneasiness
uneasy: uneasy
unembarrassed: unembarrassed
unequal: unequal
unequally: unequally
unerring: unerring
unexampled: unexampled
unexceptionable: unexceptionable
unexpected: unexpected
unexpectedly: unexpectedly
unfavourable: unfavourable
unfavourably: unfavourably
unfeeling: unfeeling
unfelt: unfelt
unfit: unfit
unfold: unfold,unfolded,unfolding
unforced: unforced
unforgiving: unforgiving
unfortunate: unfortunate
unfrequently: unfrequently
ungenerous: ungenerous
ungovernable: ungovernable
ungracious: ungracious
ungraciousness: ungraciousness
unguarded: unguarded
unhappily: unhappily
unhappiness: unhappiness
unhappy: unhappy
unheard: unheard
unhesitatingly: unhesitatingly
uniform: uniform
uniformity: uniformity
uniformly: uniformly
unimportant: unimportant
unintelligible: unintelligible
union: union
unison: unison
unite: unite,united,uniting
united: united
universal: universal
universally: universally
university: universities
unjust: unjust
unjustifiable: unjustifiable
unjustly: unjustly
unkind: unkind
unkindness: unkindness
unknowingly: unknowingly
unknown: unknown
unluckily: unluckily
unlucky: unlucky
unmarked: unmarked
unmoved: unmoved
unnatural: unnatural
unnaturally: unnaturally
unnecessarily: unnecessarily
unnecessary: unnecessary
unostentatious: unostentatious
unpardonable: unpardonable
unpleasant: unpleasant
unpleasantly: unpleasantly
unpleasing: unpleasing
unprepared: unprepared
unpretending: unpretending
unprincipled: unprincipled
unprofitable: unprofitable
unprotected: unprotected
unqualified: unqualified
unquestionably: unquestionably
unreasonable: unreasonable
unreasonably: unreasonably
unregenerate: unregenerate
unreserve: unreserve
unreserved: unreserved
unsettle: unsettled
unsettled: unsettled
unshackle: unshackled
unshaken: unshaken
unsocial: unsocial
unstudied: unstudied
unsubdued: unsubdued
unsuccessful: unsuccessful
unsuccessfully: unsuccessfully
unsuitable: unsuitable
unsuspicious: unsuspicious
untame: untamed
untidy: untidy
untinctured: untinctured
untitled: untitled
untouched: untouched
unusual: unusual
unusually: unusually
unvarying: unvarying
unwearying: unwearying
unwelcome: unwelcome
unwell: unwell
unwilling: unwilling
unwillingly: unwillingly
unwillingness: unwillingness
unworthily: unworthily
unworthy: unworthy
upbraid: upbraided,upbraiding
upper: upper
uppermost: uppermost
uproar: uproar
upstairs: upstairs
upstart: upstart
urge: urged
urgent: urgent
usage: usage
useless: useless
uselessly: uselessly
usual: usual
utmost: utmost
utter: utter,uttered
utterance: utterances
utterly: utterly
vacancy: vacancy
vacant: vacant
vague: vague
vain: vain
valid: valid
valley: valley
valuable: valuable
valueless: valueless
vanish: vanish,vanished
vanity: vanity
variance: variance
variation: variation
varied: varied
variety: varieties,variety
vary: varied,vary,varying
vast: vast
vastly: vastly
vehemence: vehemence
veneration: veneration
venison: venison
vent: vent,venting
venture: venture,ventured,venturing
venus: venus
veracity: veracity
verdict: verdict
verdure: verdure
verily: verily
vernon: vernon
verse: verses
vestibule: vestibule
vex: vex,vexed
vexation: vexation,vexations
vexatious: vexatious
vexing: vexing
vice: vice,vices
vicinity: vicinity
vicious: vicious
victim: victim
victory: victory
view: view,viewing,views
vigorous: vigorous
vigorously: vigorously
vigour: vigour
vii: vii
viii: viii
village: village
villainous: villainous
vindication: vindication
vingt: vingt
violate: violated
violation: violation
violence: violence
violent: violent
violently: violently
viraginous: viraginous
virtue: virtue
visible: visible
visit: visit,visited,visiting,visits
visitor: visitor,visitors
vivacity: vivacity
vogue: vogue
voice: voice
void: void
volatility: volatility
volubility: volubility
volume: volume
voluntarily: voluntarily
voluntary: voluntary
vote: votes
vouch: vouch
vouchsafe: vouchsafed
vow: vow,vows
vulgar: vulgar
vulgarity: vulgarity
wait: wait,waited,waiting
waiter: waiter
waiting: waiting
waive: waived
wake: waking
walk: walk,walked,walking,walks
walker: walker
walking: walking
walt: walt
wander: wander,wandered,wandering
wantonly: wantonly
war: war
ward: ward,warded
warehouse: warehouses
warm: warm,warmest
warmly: warmly
warmth: warmth
warn: warn,warned
warrant: warrant
warwick: warwick
waste: waste,wasting
watch: watch,watched,watches,watching
watchful: watchful
watchfulness: watchfulness
water: water
watering: watering
watson: watson
wave: wave
waver: wavered,wavering
weak: weak,weakest
weaken: weakened
weakness: weakness,weaknesses
wealth: wealth
wear: wear,wears,wore,worn
wearisome: wearisome
weary: wearied,weary
weather: weather
wedding: wedding
wednesday: wednesday
week: week,weeks
weep: weep
weigh: weighed
weight: weight
weighty: weighty
welfare: welfare
west: west
wet: wet
whimsical: whimsical
whisper: whisper,whispered,whispering
whispering: whispering
whist: whist
white: white
whitman: whitman
wholly: wholly
wicked: wickedest
wickedly: wickedly
wickedness: wickedness
wide: wide
widow: widow
wife: wife,wives
wild: wild
wilderness: wilderness
wilful: wilful
wilfully: wilfully
willed: willed
william: william
willingly: willingly
willingness: willingness
win: win
wind: wind,winding
winding: windings
window: window,windows
wine: wine
wink: wink,winking
winter: winter
wise: wise,wiser,wisest
wisely: wisely
wisher: wisher
wit: wit,wits
withdraw: withdrawing,withdrawn,withdrew
withhold: withheld
withstand: withstood
witness: witness,witnessed,witnessing
witticism: witticisms
witty: witty
wo: wo
woe: woe
woman: woman,women
womanly: womanly
wonderful: wonderful
wonderfully: wonderfully
wood: wood,woods
woods: woods
woody: woody
word: word
workbag: workbags
worldly: worldly
worth: worth
worthless: worthless
worthlessness: worthlessness
worthy: worthy
wound: wound,wounded,wounding
wounded: wounded
wretched: wretched
wretchedly: wretchedly
wretchedness: wretchedness
write: write,writes,writing,written,wrote
writer: writer
writing: writing
wrong: wrong
xi: xi
xii: xii
xiii: xiii
xiv: xiv
xix: xix
xvi: xvi
xvii: xvii
xviii: xviii
xx: xx
xxi: xxi
xxii: xxii
xxiii: xxiii
xxiv: xxiv
xxv: xxv
xxx: xxx
yard: yards
yawn: yawn,yawned
yawning: yawning
yesterday: yesterday
yield: yield,yielded,yielding
yielding: yielding
york: york
youth: youth,youths
