abandon: abandon,abandoned,abandoning
nicely: nicely
niece: niece,nieces
night: night,nights
nightcap: nightcap
nightgown: nightgown
nightly: nightly
nightshirt: nightshirt,nightshirts
nineteen: nineteen
ninth: ninth
nip: nip,nipped,nipping
nipper: nippers
nipping: nipping
nipple: nipple,nipples
nixon: nixon
noble: noble
nobleman: nobleman,noblemen
nobleness: nobleness
nod: nod,nodded
noise: noise
noiselessly: noiselessly
noisette: noisette
noisy: noisy
nonsense: nonsense
noon: noon
noose: noose,nooses
norfolk: norfolk
north: north
northern: northern
nose: nose
notary: notary
notch: notch
note: note,notes
notice: notice,noticed
nous: nous
novelty: novelty
november: november
novice: novice
nudity: nudity
numerous: numerous
nun: nun,nuns
nurse: nurse
nut: nut
nymph: nymph
oath: oath,oaths
obedience: obedience
obedient: obedient
obey: obey,obeyed,obeying
object: object,objected,objects
objection: objection,objections
obligate: obligated
oblige: obliged,obliging
oblivion: oblivion
obscene: obscene
observable: observable
observant: observant
observation: observation,observations
observe: observe,observed,observing
obstacle: obstacle,obstacles
occasion: occasion,occasioned,occasions
occasional: occasional
occasionally: occasionally
occupant: occupant
occupation: occupation
occupied: occupied
occupy: occupied,occupy
occur: occur,occurred
occurrence: occurrence,occurrences
october: october
odd: odd
odour: odour
offence: offence
offend: offend,offends
offended: offended
offender: offender,offenders
offer: offer,offered,offering,offers
offering: offering,offerings
office: office,offices
officer: officer
offshoot: offshoot
oftener: oftener
oil: oil,oiled
oily: oily
omit: omit
oneself: oneself
onset: onset
ooze: oozing
openly: openly
openwork: openwork
opera: opera
operate: operate,operated,operating
operating: operating
operation: operation,operations
operator: operator
opinion: opinion,opinions
opportunity: opportunities,opportunity
oppose: opposed
opposition: opposition
orb: orbs
orbit: orbit
orchard: orchard
ordinarily: ordinarily
ordinary: ordinary
organ: organ,organs
orgy: orgies,orgy
orifice: orifice,orifices
origin: origin
original: original
originally: originally
ornament: ornament
orphan: orphan,orphans
ottoman: ottoman
outbreak: outbreak
outcry: outcry
outer: outer
outfit: outfit
outhouse: outhouse
outlet: outlet,outlets
outline: outlines
outrageous: outrageous
outright: outright
outsider: outsider,outsiders
outskirts: outskirts
outspoken: outspoken
outstretched: outstretched
outthrust: outthrust
outward: outward
outwardly: outwardly
outwards: outwards
oval: oval
overboard: overboard
overcome: overcame,overcome
overexcited: overexcited
overexert: overexert
overflow: overflowing
overgorged: overgorged
overhead: overhead
overhear: overheard
overlook: overlook,overlooked,overlooking
overmaster: overmastering
overpower: overpowered,overpowering
overpowering: overpowering
overpoweringly: overpoweringly
oversleep: oversleep,oversleeping,overslept
overstrain: overstrain
overtake: overtook
overture: overtures
overwhelm: overwhelm,overwhelmed
owe: owe,owed
owner: owner,owners
oxford: oxford
oyster: oysters
pace: pace
pacify: pacified
pack: packed
packing: packing
pain: pain,pains
painful: painful
painfully: painfully
paint: paint,painted
pair: pair,paired
pal: pal
palace: palace
pale: pale,paled
pall: palled
pallor: pallor
palm: palm,palms
palpate: palpating
palpitate: palpitating
palpitating: palpitating
pampering: pampering
panel: panel
pang: pang
panoply: panoply
pant: panted
pantaloons: pantaloons
panting: panting
papa: papa
paper: paper
paphian: paphian
par: par
paradise: paradise
paralysed: paralysed
parcel: parcel
parched: parched
pardon: pardon,pardoned
parent: parent,parents
parentage: parentage
paris: paris
parish: parish
parisian: parisian
park: park
parlour: parlour
paroxysm: paroxysm,paroxysms
parsonage: parsonage
partaker: partakers
partaking: partaking
partially: partially
participant: participant,participants
participate: participate,participated
participation: participation
participator: participator
particle: particle
particulars: particulars
partie: partie
partition: partition
partly: partly
partner: partner,partners
partook: partook
parturition: parturition
party: parties,party
pass: pass,passed,passes,passing
passage: passage,passages
passenger: passenger
passer: passer,passers
passing: passing
passion: passion,passions
passionate: passionate
passionately: passionately
passive: passive
pastime: pastime,pastimes
pat: pat,patted,patting
patent: patent
paternal: paternal
paternity: paternity
path: path
patience: patience
patient: patient,patients
patiently: patiently
patois: patois
pause: pause,paused,pauses,pausing
pave: pave,paving
pay: paid,pay,paying
peace: peace
peaceably: peaceably
peacock: peacock
peasant: peasant
peasantry: peasantry
peculiar: peculiar
peculiarly: peculiarly
pederastic: pederastic
pederasty: pederasty
pee: pee
peep: peep,peeped,peeping
peeper: peepers
peephole: peephole,peepholes
peeping: peeping
pen: pent
penalty: penalty
penchant: penchant
pencil: pencil
pendant: pendant
pendent: pendent
penetrate: penetrate,penetrated,penetrating
penetration: penetration
pension: pension,pensions
perceive: perceive,perceived
perceptible: perceptible
percy: percy
perfect: perfect,perfected
perfection: perfection,perfections
perfectly: perfectly
perforce: perforce
perform: perform,performed
performance: performance,performances
performer: performer
perfume: perfume
perfumed: perfumed
period: period
peristaltic: peristaltic
permission: permission
permit: permit,permitted
perpendicular: perpendicular
perseverance: perseverance
persist: persisted
person: people,person,persons
personal: personal
perspiration: perspiration
persuade: persuade,persuaded,persuading
persuasion: persuasion
pertinency: pertinency
perusal: perusal
pet: pet
petticoat: petticoat,petticoats
phaeton: phaeton
phase: phase
phial: phial
photograph: photograph
phrase: phrase,phrases
physical: physical
physiognomist: physiognomist
physique: physique
piano: piano
piccadilly: piccadilly
pick: pick,picked
pickle: pickle,pickled
picture: picture,pictured,pictures
picturesque: picturesque
picturesquely: picturesquely
piddle: piddle,piddled,piddling
piece: piece,pieces
pied: pied
piedmont: piedmont
pierce: piercing
pierre: pierre
pillar: pillar
pillow: pillow,pillows
pin: pins
pincers: pincers
pinch: pinch
pinched: pinched
pine: pine
pink: pink
pinky: pinky
pintle: pintle
pious: pious
pique: pique
pis: pis
piscatory: piscatory
piss: piss,pissing
pitch: pitch,pitched
pitiable: pitiable
pity: pity
pivot: pivot
placebo: placebo
plain: plain,plains
plainly: plainly
plait: plaited
plan: plan,planned
plant: planted
plate: plates
plausibly: plausibly
play: play,played,playing
player: player
playfellow: playfellows
playground: playground
playing: playing
plaything: plaything
plea: plea
plead: plead,pleaded,pleading
pleasant: pleasant
pleasantly: pleasantly
pleased: pleased
pleasing: pleasing
pleasingly: pleasingly
pleasurable: pleasurable
pleasure: pleasure,pleasures
pledge: pledge,pledged
plenteous: plenteous
plentiful: plentiful
plentifully: plentifully
plenty: plenty
plop: plop
pluck: plucked
plug: plugging
plugger: plugger
plume: pluming
plumed: plumed
plump: plump,plumped
plunge: plunge,plunged,plunging
ply: ply
poke: poke
pole: pole
police: police
policy: policy
polish: polish,polished
politely: politely
politeness: politeness
politic: politic
political: political
pollution: pollution
ponder: pondered
pony: pony
poor: poor
portend: portended
portion: portion
portland: portland
portly: portly
portrait: portrait
portray: portrayed
pose: pose,posed,poses,posing
position: position,positions
positive: positive
positively: positively
possess: possess,possessed,possesses,possessing
possession: possession
possessor: possessor
possibility: possibility
post: post,posted,posting
posterior: posterior,posteriors
postilion: postilion
postillion: postillion,postillioned
posture: posture
pot: pot
potent: potent
pound: pounds
pour: pour,poured,pouring
pout: pout
pouter: pouters
pouting: pouting
poverty: poverty
powder: powder,powders
power: power,powers
powerful: powerful
powerfully: powerfully
powerless: powerless
practical: practical
practically: practically
practice: practice,practices
practise: practise,practised,practising
praise: praise,praised,praises,praising
prattle: prattled,prattling
pray: pray,prayed
prayer: prayers
preach: preached
preacher: preacher
preamble: preamble
prearrange: prearranged
precarious: precarious
precaution: precaution,precautions
precede: preceded,preceding
precept: precepts
precinct: precincts
precious: precious
preciously: preciously
precipitate: precipitated
precipitately: precipitately
precipitation: precipitation
precisely: precisely
precocious: precocious
precursor: precursor,precursors
predecessor: predecessor
predicament: predicament
prefer: prefer,preferred,preferring
preferable: preferable
preference: preference
pregnancy: pregnancies,pregnancy
prejudice: prejudice,prejudices
prejudiced: prejudiced
prejudicial: prejudicial
preliminary: preliminaries,preliminary
premature: premature
premier: premier
premiss: premisses
premium: premium
premonitory: premonitory
preoccupied: preoccupied
preoccupy: preoccupied
preparation: preparation,preparations
preparatory: preparatory
prepare: prepare,prepared,preparing
prepared: prepared
prescribe: prescribed
presence: presence
presentiment: presentiment
presently: presently
preserve: preserve,preserved
preside: presiding
press: press,pressed,pressing
pressed: pressed
pressing: pressing
pressure: pressure,pressures
presume: presume
pretence: pretence
pretend: pretend,pretended,pretending
pretext: pretext
prettily: prettily
pretty: prettier,pretty
prevail: prevail
prevent: prevent,prevented
previous: previous
prey: prey
priapean: priapean
priapic: priapic
priapus: priapus
price: price
prick: prick,pricks
prickly: prickly
pride: pride,prided
priest: priest
priestly: priestly
primary: primary
prime: prime
principle: principle
prison: prison
prisoner: prisoner
pristine: pristine
private: private,privates
privately: privately
privation: privation
privilege: privilege,privileges
probability: probabilities,probability
probable: probable
proceed: proceed,proceeded,proceeding
proceeding: proceeding
proceedings: proceedings
process: process
procrastinate: procrastinated
procure: procure,procured,procuring
produce: produce,produced,produces,producing
production: productions
profess: professed,professing
profession: profession
proficiency: proficiency
proficient: proficient
profit: profit,profits
profitable: profitable
profound: profound
profoundly: profoundly
profuse: profuse
profusely: profusely
profusion: profusion
programme: programme
progress: progress,progressed
project: project,projected,projecting,projects
projection: projection,projections
prolong: prolonged
prolonged: prolonged
promenade: promenade
prominence: prominence
prominent: prominent
promise: promise,promised,promises,promising
promising: promising
promote: promote
prompt: prompt,prompted,prompting,prompts
prompting: promptings
pronounce: pronounced
pronounced: pronounced
proof: proof,proofs
prop: prop
propensity: propensities,propensity
proper: proper
properly: properly
property: property
proportion: proportion,proportioned,proportions
proposal: proposal
propose: propose,proposed,proposes
proposition: proposition
proprietor: proprietor,proprietors
propriety: proprieties,propriety
prosecute: prosecute
prosody: prosody
prospect: prospect
prostrate: prostrate
protection: protection
protector: protector
protestation: protestations
protrusion: protrusion
proudly: proudly
prove: prove,proved
provide: provide
provision: provisioned,provisions
provoke: provoke
proximity: proximity
prudence: prudence
prudent: prudent
prudently: prudently
puberty: puberty
public: public
pucker: puckered
puff: puffed
pull: pull,pulled,pulling
pulpy: pulpy
pulsate: pulsated,pulsating
pump: pumped
pumping: pumping
pumpkin: pumpkin
pun: punning
punctual: punctual
punish: punish,punished,punishing
punishment: punishment
pupil: pupil,pupils
purchase: purchase
pure: pure,purest
pureness: pureness
purification: purification
purify: purified,purify,purifying
purity: purity
purloin: purloined
purpose: purpose,purposed,purposes
purposed: purposed
purposely: purposely
pursue: pursue,pursued
push: push,pushed,pushes,pushing
puss: puss
puzzle: puzzled
pyrenees: pyrenees
qua: qua
quaint: quaint
qualified: qualified
quality: quality
quantity: quantity
quarter: quarter,quarters
queen: queen
queer: queer
question: question,questioned,questioning,questions
questioning: questioning
queue: queue
quick: quick,quicker
quicken: quickened,quickening
quiet: quiet,quieting
quietly: quietly
quietude: quietude
quim: quim
quit: quit,quitted,quitting
quiver: quiver,quivered
rabbit: rabbit
rack: rack,racked,racking
racy: racy
radiant: radiant
rage: rage,raged,rages,raging
rail: rail
rain: rain,rained
raise: raise,raised,raising
rake: rakes
rally: rallied,rally
ram: ramming
rammer: rammer
rampageous: rampageous
rampant: rampant
randy: randy
rank: rank
ransack: ransacked
rap: rap,rapped,rapping
rapid: rapid
rapidity: rapidity
rapidly: rapidly
rapt: rapt
rapture: rapture,raptures
rapturous: rapturous
rapturously: rapturously
rare: rare
rarely: rarely
rascal: rascal
rat: rat
rate: rate
rational: rational
rattle: rattled
rave: rave,raved,raving
ravish: ravish,ravished,ravishing
ravished: ravished
ravishing: ravishing
ravishingly: ravishingly
raw: raw
reach: reach,reached,reaching
reaction: reaction
read: read,reading
reader: reader,readers
readiness: readiness
reading: reading
readjust: readjusted
ready: ready
real: real
realisation: realisation
realise: realise,realised,realising
reality: reality
realize: realizing
reanimate: reanimate,reanimates
reap: reap
rear: rear
rearward: rearward
reason: reason,reasoned,reasons
reasonable: reasonable
reasonableness: reasonableness
reassert: reasserted
reassume: reassume
reassure: reassured
reawaken: reawakened
rebel: rebelled
rebound: rebounds
recall: recalled,recalling
recede: receding
receive: receive,received,receives,receiving
receiver: receiver
receptacle: receptacle,receptacles
reception: reception
recess: recess,recesses
recipient: recipient,recipients
reciprocal: reciprocal
reciprocate: reciprocate,reciprocated,reciprocating
reciprocating: reciprocating
recital: recital
recklessly: recklessly
reckon: reckoned
recline: recline,reclining
recognise: recognise,recognised,recognising
recollect: recollect,recollected
recollection: recollection
recommence: recommence,recommenced,recommencing
recommend: recommend,recommended
reconcile: reconcile,reconciled,reconciles,reconciling
reconciliation: reconciliation
record: record
recount: recount,recounted,recounting
recourse: recourse
recover: recover,recovered,recovering
recovery: recovery
recreation: recreation
recruit: recruit,recruited,recruiting
rector: rector
rectory: rectory
recur: recur,recurred,recurring
recurrence: recurrence
red: red,redder
redden: reddened,reddens
redness: redness
redouble: redoubled,redoubling
reduce: reduce,reduced,reducing
reek: reeking
reeking: reeking
refer: refer,referred
reference: reference
refill: refilled
refine: refine
refined: refined
refinement: refinement,refinements
refire: refired
reflect: reflected,reflecting
reflection: reflection
refrain: refrain
refresh: refresh,refreshed,refreshing
refreshing: refreshing
refreshment: refreshment,refreshments
refuge: refuge
refusal: refusal
refuse: refuse,refused,refusing
regain: regain,regained,regaining
regard: regard,regarded
regenerative: regenerative
regent: regent
regimen: regimen
regret: regret,regrets,regretted
regular: regular
regularity: regularity
regularly: regularly
regulate: regulate,regulated
regulation: regulation
reign: reigns
reinvigorate: reinvigorated,reinvigorating
reiterate: reiterated
rejoice: rejoiced
rejoin: rejoined
relate: relate,relating
relation: relation,relations
relationship: relationship
relative: relative,relatives
relax: relax,relaxed,relaxing
relaxation: relaxation
relaxed: relaxed
release: release,released,releasing
relic: relic
relief: relief
relieve: relieve,relieved,relieving
relieved: relieved
reliever: reliever
religious: religious
relish: relish
reluctance: reluctance
reluctant: reluctant
reluctantly: reluctantly
rely: rely
remain: remain,remained,remaining,remains
remains: remains
remark: remark,remarked,remarks
remarkable: remarkable
remarkably: remarkably
remedy: remedied,remedies,remedy
remember: remember,remembered,remembering
remembrance: remembrance
remind: reminded,reminding
reminiscence: reminiscences
remonstrance: remonstrance,remonstrances
remonstrate: remonstrate,remonstrating
remote: remote
remove: remove,removed,removing
rencontre: rencontre
render: render,rendered,rendering
rendezvous: rendezvous
renew: renew,renewed,renewing
renewal: renewal,renewals
renewed: renewed
renounce: renouncing
renovate: renovated
renovated: renovated
rent: rent
repair: repair,repairing,repairs
repay: repaid,repay
repeat: repeat,repeated,repeating
repeatedly: repeatedly
repel: repelled
repetition: repetition,repetitions
replace: replace,replaced,replacing
reply: replied,replies,reply
report: report,reported
repose: repose,reposed,reposing
repossess: repossess
represent: represented
reprieve: reprieve
reprimand: reprimanded
repugnance: repugnance
repugnant: repugnant
repulse: repulse,repulsed
request: request,requested
require: require,required,requires,requiring
requirement: requirements
requisition: requisition
resemble: resembled
resent: resented
reserve: reserve
reside: reside,resided,residing
residence: residence
resident: residents
residue: residue
resist: resist,resisted,resisting
resistance: resistance
resolution: resolution
resolve: resolve,resolved
resort: resort,resorted
resource: resource,resources
respect: respect
respectable: respectable
respective: respective
respects: respects
respite: respite
resplendent: resplendent
respond: respond,responded,responding
response: response,responses
responsive: responsive
rest: rest,rested,resting
restiffen: restiffen
resting: resting
restless: restless
restlessness: restlessness
restorative: restorative
restore: restore,restored,restoring
restrain: restrain,restrained,restraining
restraint: restraint
restricted: restricted
restriction: restriction,restrictions
result: result
resume: resume,resumed
resurrection: resurrection
retain: retained,retaining
retake: retook
retaliation: retaliation
retard: retard
retention: retention
retentive: retentive
reticent: reticent
retire: retire,retired,retiring
retired: retired
retreat: retreat
return: return,returned,returning,returns
returnable: returnable
reunion: reunion
revanche: revanche
reveal: reveal,revealed,revealing
revel: revel,revelled,revelling,revels
revelation: revelation,revelations
revenge: revenge
reverse: reverse,reversed,reversing
revert: reverting
revolution: revolution
revulsion: revulsion
reward: reward,rewarded
rib: ribs
ribbon: ribbons
rice: rice
rich: rich
richly: richly
richness: richness
rid: rid
ride: ride,rides,riding,rode
ridge: ridge
ridiculous: ridiculous
rigidity: rigidity
rill: rill
ringlet: ringlets
rinse: rinsed
rip: rip
ripe: ripe
ripen: ripening
riper: riper
rise: rise,risen,rises,rising,rose
rising: risings
risk: risk,risked,risks
rite: rites
rival: rival,rivalled,rivalling
road: road
roar: roared,roaring
rob: rob
robber: robber
robe: robe,robes
roberts: roberts
robinson: robinson
robust: robust
rock: rock,rocks
rod: rod,rods
rogue: rogue
role: role
roll: rolled,rolling
rollicking: rollicking
rolling: rolling
romance: romance
romantic: romantic
rome: rome
romp: romp,romping
romping: romping
roof: roof
root: root,rooted,roots
rope: rope,ropes
rosa: rosa
rose: rose
rosebud: rosebud
rosy: rosy
rotundity: rotundities,rotundity
rough: rough
roughly: roughly
rouleau: rouleau
rounded: rounded
rouse: rouse,roused
route: route
royal: royal
rub: rub,rubbed,rubbing,rubs
ruby: ruby
rudely: rudely
rue: rue
ruefully: ruefully
rug: rug
ruin: ruin
ruinous: ruinous
rule: rule,rules
running: running
rupture: rupture
rush: rush,rushed,rushing
russian: russians
rustle: rustle
rusty: rusty
sable: sable
sacred: sacred
sacrifice: sacrifice,sacrificed,sacrifices,sacrificing
sad: sad,sadder
sadly: sadly
safe: safe,safer
safeguard: safeguard
safely: safely
safety: safety
sage: sage
sailor: sailors
sake: sake,sakes
salacious: salacious
salaciously: salaciously
salacity: salacity
sale: sale
saliva: saliva
sally: sallied
salmon: salmon
salt: salt
san: san
sanctum: sanctum
sand: sand,sands
sandwich: sandwiched
sark: sark
satiate: satiated
satiated: satiated
satiety: satiety
satin: satin
satiny: satiny
satisfaction: satisfaction
satisfactory: satisfactory
satisfied: satisfied
satisfier: satisfier,satisfiers
satisfy: satisfied,satisfy,satisfying
satisfying: satisfying
saturated: saturated
saturday: saturday
satyr: satyr
sauciness: sauciness
saucy: saucy
saunter: saunter,sauntering
save: save,saved,saves,saving
scale: scale
scan: scan,scanned
scandal: scandal
scandalous: scandalous
scanty: scanty
scarce: scarce
scarcely: scarcely
scarf: scarf
scarlet: scarlet
scene: scene,scenes
scenery: scenery
scent: scent
scholar: scholar,scholars
scholastic: scholastic
school: school,schools
schoolboy: schoolboy
schoolfellow: schoolfellow,schoolfellows
schooling: schooling
schoolmaster: schoolmaster
schoolmistress: schoolmistresses
schoolroom: schoolroom
schoolwork: schoolwork
scintillation: scintillations
scold: scold,scolded
score: scores
scotch: scotch
scotland: scotland
scourging: scourging
scowl: scowled
scramble: scrambled
scratch: scratch
scream: scream,screamed,screaming,screams
screw: screw,screwed,screws
scrutiny: scrutiny
scuffle: scuffling
scythe: scythes
sea: sea
seal: sealed,seals
search: search,searching
searching: searching
seaside: seaside
season: season
seat: seat,seated,seating
secluded: secluded
seclusion: seclusion
seconding: seconding
secrecy: secrecy
secret: secret,secrets
secrete: secreted
secretly: secretly
secure: secure,secured,securing
securely: securely
security: security
seduce: seduce,seduced,seducing
seducer: seducer
seduction: seduction
seductive: seductive
seed: seed
seek: seek,seeking,sought
seeker: seeker
seemingly: seemingly
seize: seize,seized,seizing
seldom: seldom
select: selected
selfish: selfish
semen: semen
seminal: seminal
send: send,sending
senior: senior
sensation: sensation,sensations
sense: sense
senseless: senseless
sensibility: sensibilities
sensibly: sensibly
sensitive: sensitive
sensitively: sensitively
sensual: sensual
sensualist: sensualist
sensuality: sensuality
sensuously: sensuously
sentence: sentence
sentiment: sentiments
sentinel: sentinel
separate: separate,separated,separating
separated: separated
separation: separation
september: september
sequel: sequel
series: series
sermon: sermon
serpent: serpent
servant: servant,servants
serve: serve,served
service: service,services
set: set,sets,setting
settle: settle,settled,settling
settlement: settlements
seventeen: seventeen
seventeenth: seventeenth
seventh: seventh
severe: severe,severest
severely: severely
severity: severity
sex: sex,sexes
sexual: sexual
sha: sha
shade: shade,shaded
shadow: shadow
shaft: shaft
shake: shake,shaken,shaking,shook
shalt: shalt
shame: shame
shameful: shameful
shamelessly: shamelessly
shape: shape,shaped
share: share,shared
sharp: sharp,sharper
sharpen: sharpened
sharply: sharply
shatter: shattered
shawl: shawl
sheath: sheath,sheaths
sheathe: sheathe,sheathed,sheathing
sheepish: sheepish
sheepishly: sheepishly
sheer: sheer
sheet: sheet,sheets
shelf: shelf
shelter: sheltered,sheltering
shift: shift,shifted,shifts
shine: shining,shone
ship: ship
shirt: shirt,shirts
shit: shit
shiver: shivered,shivering
shock: shock,shocked
shocked: shocked
shoe: shod,shoe,shoes
shoot: shoot,shooting,shot
shop: shop
shopping: shopping
shore: shore
short: short,shorter
shorten: shortened
shortly: shortly
shot: shot
shoulder: shoulder,shouldered,shoulders
shout: shout,shouting,shouts
shove: shove,shoved,shoves,shoving
shower: shower,showered
shrewdly: shrewdly
shriek: shriek,shrieked,shrieking,shrieks
shrink: shrank,shrink,shrunk
shrubbery: shrubbery
shudder: shudder,shuddered,shuddering,shudders
shut: shut,shutting
shutter: shutters
shy: shy
shyness: shyness
sick: sick
sickening: sickening
sickly: sickly
sideways: sideways
siesta: siesta
sigh: sigh,sighed,sighs
sight: sight,sights
sign: sign,signs
signal: signal
signor: signor
silence: silence
silent: silent
silk: silk
silky: silky
silly: silly
simple: simple,simplest
simpleton: simpleton
simplicity: simplicity
simplify: simplifies
simply: simply
simulate: simulate,simulated
simultaneously: simultaneously
sin: sin,sinned
sincerely: sincerely
sine: sine
sinful: sinful
single: single
singly: singly
singular: singular
singularly: singularly
sink: sank,sink,sinking,sinks,sunk
sinuosity: sinuosity
sion: sion
sir: sir
sister: sister,sisters
sit: sat,sit,sitting
situate: situated
situation: situation
sixteenth: sixteenth
sixth: sixth
size: size,sizes
sized: sized
skein: skein,skeins
sketch: sketch
skilfully: skilfully
skill: skill
skin: skin,skinned
skinned: skinned
skirt: skirts
skull: skulls
slack: slack
slacken: slackening
slake: slake,slaked
slap: slap,slaps
slapping: slapping
slate: slate
slave: slave,slaves
sleep: sleep,sleeping,sleeps,slept
sleeper: sleeper,sleepers
sleeping: sleeping
sleepless: sleepless
sleeplessness: sleeplessness
sleepy: sleepy
sleeve: sleeves
sleeved: sleeved
slender: slender
slide: slid,sliding
slight: slight,slightest
slime: slime
slimy: slimy
slip: slip,slipped,slipping
slipper: slipper,slippers
slippery: slippery
slipt: slipt
slit: slit
slobber: slobbered
slop: slops
slope: slope
slow: slow,slower
slowly: slowly
slowness: slowness
sluggish: sluggish
slumber: slumber,slumbers
slumbering: slumbering
sly: sly
smack: smack,smacked
smart: smart,smarted,smarting
smartly: smartly
smell: smells
smile: smile,smiled,smiles,smiling
smilingly: smilingly
smoke: smoking
smooth: smooth,smoothed
smoothly: smoothly
smoothness: smoothness
smutty: smutty
snatch: snatch,snatched
sniff: sniffed
snow: snow
snowy: snowy
snug: snug
snugly: snugly
soak: soak,soaked,soaking
soaking: soaking
soapsud: soapsuds
sob: sob,sobbed,sobbing,sobs
society: society
sock: socks
socket: sockets
sodomite: sodomites
sodomitic: sodomitic
sodomitical: sodomitical
sodomy: sodomy
sofa: sofa,sofas
soft: soft,softer,softest
soften: soften,softened,softens
softened: softened
softly: softly
softness: softness
soho: soho
solace: solace
sole: sole,soles
solely: solely
solicit: solicited
solicitude: solicitude
solid: solid
solitary: solitary
solitude: solitude
solve: solved
somnolent: somnolent
son: son,sons
sooner: sooner
soothe: soothe
sophia: sophia
sore: sore
soreness: soreness
sorrow: sorrow,sorrows
sort: sort,sorts
soul: soul,souls
sound: sound
soundly: soundly
source: source,sources
south: south
southern: southern
southward: southward
spa: spas
space: space
spanish: spanish
spare: spare,spared
sparkle: sparkle,sparkled,sparkling
spasmodic: spasmodic
speak: speak,speaking,speaks,spoke,spoken
special: special
species: species
spectator: spectator
speculate: speculate,speculating
speech: speech
speechless: speechless
speed: speed
speedily: speedily
speedy: speedy
spend: spend,spending,spends,spent
spending: spending,spendings
sperm: sperm
spermatic: spermatic
sphincter: sphincter
spilt: spilt
spirit: spirit,spirits
spirited: spirited
spit: spat,spit,spitting
spite: spite
spittle: spittle
splendid: splendid
splendidly: splendidly
splendour: splendour
split: split
splitter: splitter
splitting: splitting
spoil: spoil,spoiled,spoilt
spoiled: spoiled
spoke: spoke
sponge: sponge,sponged
sport: sport,sports
sporting: sporting
spot: spot,spots
spouse: spouse
spread: spread,spreading
spring: sprang,spring,sprung
sprinkle: sprinkled
spunk: spunk
spunky: spunky
spur: spur
spurt: spurt,spurted,spurting,spurts
spy: spies,spy
squab: squabs
square: square
squat: squat,squatted
squeal: squeal,squealed,squealing
squeeze: squeeze,squeezed,squeezing
stable: stable,stables
stage: stage
stagger: staggered
stain: stain,stains
staining: staining
stair: stair,stairs
staircase: staircase
stake: stake,staking
stallion: stallion
stammer: stammer,stammered
stanch: stanch
stand: stand,standing,stands,stood
standard: standard
standing: standing
star: star
stare: stare,stared
stark: stark
start: start,started,starting
startle: startled
startling: startling
stationary: stationary
stay: stay,stayed,staying,stays
stead: stead
steadily: steadily
steal: steal,stealing,stole,stolen
steam: steam
steep: steep,steeping
step: step,stepped,steps
stern: stern
sternly: sternly
sternness: sternness
stick: stick,sticking,stuck
sticky: sticky
stiff: stiff,stiffer,stiffest
stiffen: stiffen,stiffened,stiffening,stiffens
stiffened: stiffened
stiffening: stiffening
stiffly: stiffly
stiffness: stiffness
stile: stile
stimulant: stimulant,stimulants
stimulate: stimulate,stimulated,stimulates,stimulating
stimulus: stimulus
stinging: stinging
stinted: stinted
stir: stir,stirred,stirring
stock: stock
stocking: stocking,stockings
stomach: stomach
stone: stone,stones
stool: stool
stoop: stoop,stooped,stooping
stooping: stooping
stoppage: stoppage
stopping: stopping
store: store
storeroom: storeroom
storm: storm
story: stories,story
stout: stout,stouter
stoutly: stoutly
stoutness: stoutness
stow: stow,stowed
straddle: straddle,straddled,straddling
straggle: straggling
straight: straight,straighter
strain: strain,straining
strait: strait
strand: strand
strange: strange
strangeness: strangeness
stranger: stranger,strangers
strangle: strangled
strapped: strapped
stratagem: stratagem
stray: stray
streak: streaked
stream: stream,streaming,streams
streaming: streaming
street: street,streets
strength: strength
strengthen: strengthen,strengthened
stretch: stretch,stretched,stretches,stretching
stretched: stretched
strict: strict
strictly: strictly
stride: stride,striding,strode
strike: strike,struck
striking: striking
strikingly: strikingly
string: string
strip: strip,stripped,stripping
stript: stript
strive: strove
stroke: stroke,strokes,stroking
stroll: stroll,strolled
strong: strong,stronger,strongest
struggle: struggle,struggled,struggles,struggling
strumpet: strumpets
strut: strutted
stubborn: stubborn
stud: studs
student: students
studiously: studiously
study: studied,studies,study,studying
stuff: stuff
stumble: stumbled
stump: stump
stupefy: stupefied
stupendous: stupendous
stupid: stupid
stupidity: stupidity
stupidly: stupidly
style: style,styled
subdued: subdued
subject: subject,subjects
subjection: subjection
sublime: sublime
submit: submit
subsequent: subsequent
subsequently: subsequently
subside: subside,subsided
substance: substance
substitute: substitute,substituted
substitution: substitution
suburb: suburb
succeed: succeed,succeeded,succeeding,succeeds
success: success,successes
successful: successful
succession: succession
successive: successive
successively: successively
succour: succour
suck: suck,sucked,sucking
suckle: suckled
suction: suction,suctions
sudden: sudden
suddenly: suddenly
suddenness: suddenness
suffer: suffer,suffered,suffering
sufferer: sufferer
suffering: suffering,sufferings
suffice: suffice,sufficed
sufficient: sufficient
suggestion: suggestion
suit: suit,suited
suitable: suitable
suite: suite
suited: suited
sulky: sulky
sum: sum
summer: summer
summit: summit
summon: summon
sun: sun
sunday: sunday
sundays: sundays
sundry: sundry
sunny: sunny
superb: superb
superbly: superbly
superfluity: superfluities
superfluous: superfluous
superhuman: superhuman
superior: superior
superiority: superiority
superstition: superstitions
supper: supper
supple: supple
supplement: supplement
suppleness: suppleness
supplication: supplications
supply: supply
support: support,supported,supporting
supporter: supporters
suppose: suppose,supposed,supposing
suppress: suppress,suppressed,suppressing
supreme: supreme
supremely: supremely
surcharge: surcharged
surely: surely
surface: surface
surge: surged,surging
