abandon: abandon,abandoned
weather: weather
weed: weed,weeds
weedless: weedless
week: week
weep: weeping
weight: weight
weird: weird
welter: weltering
west: west
westward: westward
wet: wet
whatsoever: whatsoever
wheel: wheel
wherewith: wherewith
whimper: whimper
whip: whips
whirl: whirl,whirled,whirling
whisper: whisper,whispering
whistle: whistling
white: white
whiten: whitened
whitening: whitening
wholesome: wholesome
whoop: whoop
wide: wide,wider,widest
widen: widening
widening: widening
widespread: widespread
wild: wild
wilderness: wilderness
wildly: wildly
wind: wind
window: windows
wine: wine
wing: wing,wings
winged: winged
wink: winked
wintry: wintry
wire: wires
wisely: wisely
wit: wit
withal: withal
withdraw: withdrawn,withdrew
withered: withered
witness: witness,witnessed
woman: woman
wonderful: wonderful
wonderfully: wonderfully
wonderment: wonderment
wood: wood,woods
wooded: wooded
wooden: wooden
wool: wool
word: word
worker: worker
workers: workers
workroom: workrooms
workshop: workshop,workshops
worm: worms
worn: worn
wrap: wrapped
wreck: wrecking
wretch: wretch
wretched: wretched
wretchedness: wretchedness
wriggle: wriggling
wrist: wrist
write: writing,written,wrote
writer: writer
writhe: writhing
writing: writing
wrong: wrong
xi: xi
xii: xii
xiii: xiii
xiv: xiv
xvi: xvi
yard: yards
yawn: yawned
yellow: yellow
yesterday: yesterday
yield: yielding
yonder: yonder
yore: yore
york: york
zenith: zenith
zoological: zoological
