abatement: abatement
shocked: shocked
shocking: shocking
shoe: shoe,shoes
shoot: shoot,shooting
shop: shop,shops
short: short,shorter
shortly: shortly
shortness: shortness
shot: shot
shoulder: shoulder,shoulders
showery: showery
shrewdness: shrewdness
shrink: shrink
shrub: shrub
shrubbery: shrubberies
shrug: shrugged
shudder: shuddered
shut: shut,shutting
shutter: shutter,shutters
shy: shy
shyness: shyness
sick: sick
sigh: sigh,sighed,sighing,sighs
sighing: sighing
sight: sight,sights
signet: signet
signify: signify
silence: silence,silenced
silencing: silencing
silent: silent
silently: silently
silk: silk
silly: silly
silver: silver
similarity: similarity
simile: simile
simpering: simpering
simple: simple,simpler
simpleton: simpleton
simplicity: simplicity
simply: simply
sin: sinned
sincerely: sincerely
sincerity: sincerity
sing: sang,sing
single: single
singly: singly
singular: singular
singularly: singularly
sink: sink,sinking,sunk
sir: sir
sister: sister,sisters
sisterly: sisterly
sit: sat,sit,sitting
situation: situation,situations
sixteen: sixteen
sixth: sixth
size: size
sized: sized
skeleton: skeleton
sketch: sketch
skill: skill
skin: skin
skinner: skinner
skinners: skinners
skulker: skulker
sky: skies,sky
slab: slabs
slave: slaves
sleep: sleep,sleeping,slept
sleeper: sleeper
sleepless: sleepless
sleeplessness: sleeplessness
sleeve: sleeve,sleeves
slide: sliding
slight: slight,slighted,slightest,slighting
slightingly: slightingly
slip: slipped
slope: slope
slowly: slowly
slumber: slumber,slumbers
sly: sly
smack: smacked
smallness: smallness
smart: smart
smile: smile,smiled,smiles,smiling
smirk: smirk
smith: smith
smoke: smoke
smooth: smooth
sneak: sneaked
snuff: snuffed
snugly: snugly
sober: sober
sobriety: sobriety
social: social
society: society
socket: socket
soften: softened,softening
softly: softly
sole: sole
solely: solely
solemn: solemn
solemnity: solemnity
solemnly: solemnly
solicit: solicit,solicited
solicitation: solicitations
solicitous: solicitous
solicitude: solicitude
solitariness: solitariness
solitary: solitary
solitude: solitude
sombre: sombre
son: son,sons
song: song
sonnet: sonnets
sooner: sooner
soothe: soothed,soothing
soothing: soothing
sophia: sophia
sorrow: sorrow,sorrows
sorrowing: sorrowing
sort: sort
soul: soul
sound: sound,sounds
soup: soup
source: source,sources
south: south
space: space
spacious: spacious
spaciousness: spaciousness
spar: spars
spare: spare,spared
sparkling: sparkling
speak: speak,speaking,spoke,spoken
species: species
specimen: specimen,specimens
speck: speck,specks
spectator: spectator
speculation: speculation,speculations
speech: speech,speeches
speechless: speechless
speed: speed
speedily: speedily
speedy: speedy
spell: spell
spelling: spelling
spend: spend,spending,spent
spire: spire
spirit: spirit,spirits
spite: spite
splash: splashed,splashing
splendid: splendid
splendour: splendour
spoil: spoil,spoilt
spoken: spoken
sport: sport
sportive: sportive
spot: spot,spotted
spotless: spotless
spotted: spotted
spread: spread
sprigged: sprigged
spring: sprang,spring,springing,springs
spurn: spurning
spy: spies
squeeze: squeeze,squeezed
squire: squire
stable: stable,stables
stage: stage,stages
stair: stairs
staircase: staircase
stake: stake
stamp: stamp
stand: stand,standing,stands,stood
standing: standing
stare: stared,staring
start: start,started,starting
startle: startle
startled: startled
statement: statement
station: station
stay: stay,stayed,staying,stays
steadily: steadily
steadiness: steadiness
steady: steady
steal: steal,stole
steep: steep
step: step,stepped,stepping,steps
steward: steward
stick: stick
stimulant: stimulant
sting: sting,stings
stipulation: stipulation
stir: stir,stirring
stirrup: stirrups
stock: stocked
stocking: stockings
stone: stone
store: store
storehouse: storehouse
storm: storm,storms
stormy: stormy
story: story
stout: stout
stoutly: stoutly
stove: stove,stoves
strain: strain,straining,strains
strained: strained
strange: strange
strangely: strangely
stranger: stranger,strangers
straw: straw
street: street,streets
strength: strength
strengthen: strengthened
strew: strewed
strict: strict,strictest
strike: strike,strikes,striking,struck
striking: striking
string: string
stroke: stroke,strokes
strong: strong,stronger,strongest
struggle: struggle,struggling
stubborn: stubborn
studiously: studiously
study: studied,studies,study
stuff: stuff
stupid: stupid,stupidest
stupidity: stupidity
style: style
stylishness: stylishness
subdue: subdue,subdued
subject: subject,subjects
submit: submit,submitted
subsequent: subsequent
subside: subsided
substance: substance
substantial: substantial
subterraneous: subterraneous
succeed: succeed,succeeded,succeeding
success: success
successful: successful
succession: succession
successive: successive
successively: successively
sudden: sudden
suddenly: suddenly
suddenness: suddenness
sue: sue
suffer: suffer,suffered,suffering
sufferance: sufferance
sufferer: sufferer
suffering: suffering,sufferings
suffice: sufficed
sufficient: sufficient
suggestion: suggestion,suggestions
suit: suit
suitable: suitable
suite: suite,suites
sullen: sullen
sully: sullying
sum: sums
summary: summary
summer: summer
summit: summit
summon: summon,summoned
summons: summons
sun: sun
sunday: sunday
sunshine: sunshine
superciliousness: superciliousness
superior: superior
superiority: superiority
supernatural: supernatural
supersede: supersede,superseded
supper: supper
supplant: supplanted
supplication: supplication,supplications
supply: supplied,supply,supplying
support: support,supported,supporting
suppose: suppose,supposed,supposing
supposition: supposition
supposititious: supposititious
suppress: suppressing
surely: surely
surmise: surmise,surmises
surmount: surmounting
surpass: surpassed
surprise: surprise,surprised
surprised: surprised
surprising: surprising
surround: surrounded,surrounding
survey: survey,surveying
surveyor: surveyor
susceptibility: susceptibilities
suspect: suspect,suspected,suspecting
suspend: suspended
suspense: suspense
suspension: suspension
suspicion: suspicion,suspicions
sustain: sustained
swallow: swallow,swallowed
swear: swearing,swore
sweat: sweat
sweep: sweep,swept
sweet: sweet,sweeter,sweetest,sweets
swell: swelled,swelling
swift: swift
swiftly: swiftly
swiftness: swiftness
switzerland: switzerland
sword: sword
syllable: syllable
sympathetic: sympathetic
sympathy: sympathy
symptom: symptoms
synonymous: synonymous
table: table,tables
tacit: tacit
tale: tale
talent: talent,talents
talk: talk,talked,talking,talks
talker: talker
talking: talking
tall: tall,tallest
tamboured: tamboured
tapestry: tapestry
tardiness: tardiness
tarnish: tarnished
task: task
taste: taste,tasted,tastes
tasteful: tasteful
tea: tea
teach: taught,teach,teaching
teachableness: teachableness
tear: tears,torn
tease: tease,teased,teasing
tedious: tedious
tediousness: tediousness
temper: temper,tempered,tempers
temperate: temperate
tempest: tempest,tempests
temple: temples
tempt: tempt,tempted,tempting
tenant: tenants
tend: tend
tendency: tendency
tender: tender
tenderness: tenderness
tenor: tenor
tenth: tenth
term: term,termed,terms
terminate: terminated
terrier: terriers
terrific: terrific
terrified: terrified
terror: terror,terrors
testimony: testimony
texture: texture
thankful: thankful
thankfully: thankfully
theatre: theatre
thickness: thickness
thinking: thinking
thirteen: thirteen
thither: thither
thorn: thorns
thorpe: thorpe,thorpes
thorpes: thorpes
thoughtfulness: thoughtfulness
thoughtless: thoughtless
thoughtlessness: thoughtlessness
thread: thread,threading
threadbare: threadbare
threaten: threatened,threatening
thrilling: thrilling
throat: throat
throng: throng
throw: threw,throw,throwing,thrown
thunder: thunder
thursday: thursday
thwart: thwarted
ticket: tickets
tiding: tidings
tidy: tidy
tie: tie,tying
time: time,timed,times
tinkle: tinkling
tippet: tippet
tiptoe: tiptoe
tired: tired
tiresome: tiresome
title: title,titles
tittuppy: tittuppy
toilette: toilette,toilettes
tolerable: tolerable
tolerably: tolerably
tolerate: tolerated
tom: tom
tombstone: tombstones
tone: tone
tongue: tongue
topic: topics
torment: torment,tormented,torments
torrent: torrents
torture: torture
toss: tossed
total: total
totally: totally
touch: touch,touched,touching
tower: tower,towers
town: town
trace: traced,traces
traditional: traditional
train: train
training: training
tranquillity: tranquillity
tranquillize: tranquillized
transaction: transactions
transient: transient
transition: transition
transmit: transmitting
transpire: transpire
trap: trap
trash: trash
travel: travelled,travelling
traveling: traveling
traveller: traveller
travelling: travelling
travels: travels
tray: tray
treacherous: treacherous
tread: tread,treading
treasure: treasure
treat: treat,treated,treating
treatment: treatment
treble: trebling
tree: trees
tremble: tremble,trembled,trembling
tremulous: tremulous
trespass: trespassed
trial: trial
tribute: tribute
trick: trick,tricked,tricks
trifle: trifle,trifles,trifling
trifler: trifler
trifles: trifles
trifling: trifling
trimming: trimmings
trio: trio
trip: tripping
triumph: triumph,triumphs
triumphant: triumphant
trivial: trivial
trod: trod
trodden: trodden
troop: troop
trot: trot,trotted
trouble: trouble,troubled
troublesome: troublesome
true: true
trunk: trunk,trunks
trust: trust,trusted,trusting
truth: truth
tuesday: tuesday
tumble: tumble
tumbled: tumbled
tune: tune
turban: turban
tuscany: tuscany
twelfth: twelfth
twelvemonth: twelvemonth
twist: twisting
tyranny: tyranny
ugly: ugly
umbrella: umbrella,umbrellas
unable: unable
unaccountable: unaccountable
unaccountably: unaccountably
unacquainted: unacquainted
unaffected: unaffected
unalloyed: unalloyed
unanswerable: unanswerable
unassisted: unassisted
unattended: unattended
unawares: unawares
unbelieving: unbelieving
unbroken: unbroken
uncandid: uncandid
unceasing: unceasing
unceasingly: unceasingly
uncensured: uncensured
uncertain: uncertain
uncertainty: uncertainty
uncheerful: uncheerful
uncivil: uncivil
uncomfortable: uncomfortable
uncomfortably: uncomfortably
uncommon: uncommon
uncommonly: uncommonly
unconquerable: unconquerable
unconscious: unconscious
unconsciously: unconsciously
unconvinced: unconvinced
uncoquettish: uncoquettish
uncritical: uncritical
undeceive: undeceive
undeceived: undeceived
undefined: undefined
undergo: undergone
understand: understand,understanding,understood
understanding: understanding
undertake: undertake,undertook
undertaking: undertaking
undervalue: undervalue
undervaluing: undervaluing
undiscovered: undiscovered
undisputed: undisputed
undistinguish: undistinguishing
undisturbed: undisturbed
undivided: undivided
undoubtedly: undoubtedly
undress: undressed
undressed: undressed
uneasiness: uneasiness
uneasy: uneasy
unequal: unequal
uneventful: uneventful
unexpected: unexpected
unexplored: unexplored
unfairly: unfairly
unfasten: unfasten
unfavourably: unfavourably
unfixed: unfixed
unfold: unfolded
unforgivingness: unforgivingness
unfortunate: unfortunate
unfounded: unfounded
unfrequently: unfrequently
unfriendly: unfriendly
unfurnished: unfurnished
ungenerous: ungenerous
ungraceful: ungraceful
unguarded: unguarded
unhappiness: unhappiness
unhappy: unhappy
uniformity: uniformity
uninformed: uninformed
uninhabited: uninhabited
unintelligible: unintelligible
unintentional: unintentional
uninteresting: uninteresting
unintricate: unintricate
union: union
unite: unite,united,uniting
united: united
universal: universal
universe: universe
unjust: unjust
unjustifiable: unjustifiable
unkind: unkind
unkindness: unkindness
unknowingly: unknowingly
unknown: unknown
unlimited: unlimited
unlock: unlock,unlocked,unlocking
unlooked: unlooked
unmarked: unmarked
unnatural: unnatural
unnaturally: unnaturally
unnecessary: unnecessary
unnoticed: unnoticed
unoccupied: unoccupied
unpardonably: unpardonably
unpin: unpin
unpleasant: unpleasant
unpleasantness: unpleasantness
unpractised: unpractised
unprejudiced: unprejudiced
unpretending: unpretending
unprincipled: unprincipled
unprivileged: unprivileged
unpromising: unpromising
unpropitious: unpropitious
unprovided: unprovided
unquiet: unquiet
unravel: unravelled
unreasonable: unreasonable
unreasonably: unreasonably
unreserve: unreserve
unreserved: unreserved
unrivalled: unrivalled
unsafe: unsafe
unsatisfied: unsatisfied
unsearched: unsearched
unseasonable: unseasonable
unseasonableness: unseasonableness
unseen: unseen
unsettled: unsettled
unsolicited: unsolicited
unspeakably: unspeakably
unsteady: unsteady
unsuccessful: unsuccessful
unsusceptible: unsusceptible
unsuspicious: unsuspicious
untasted: untasted
unthinkingly: unthinkingly
untoward: untoward
unusual: unusual
unusually: unusually
unutterable: unutterable
unwearied: unwearied
unwelcome: unwelcome
unwilling: unwilling
unwillingly: unwillingly
unwillingness: unwillingness
unworthy: unworthy
upper: upper
uppermost: uppermost
upstairs: upstairs
urge: urge,urged
urgent: urgent
usage: usage
useless: useless
usher: usher,ushered
usual: usual
utility: utility
utmost: utmost
utter: utter,uttered,uttering
utterly: utterly
vacancy: vacancy
vacation: vacation
vain: vain
vainer: vainer
vainly: vainly
valley: valley
valuable: valuable
vanity: vanities,vanity
variation: variation
variety: varieties,variety
vary: vary
vast: vast
vastly: vastly
vault: vault,vaulted,vaults
veal: veal
vehemence: vehemence
vehemently: vehemently
veil: veil
velvet: velvet
venerable: venerable
venerate: venerating
venture: venture,ventured,venturing
verb: verb
verdure: verdure
verify: verified
verily: verily
vex: vex,vexed
vexation: vexation,vexations
vice: vice,vices
vicinity: vicinity
vicissitude: vicissitudes
victory: victory
vide: vide
view: view,viewed,viewing,views
vigorous: vigorous
vigour: vigour
vile: vile
villa: villas
village: village
villain: villains
vindication: vindication
violate: violating
violence: violence
violent: violent
violently: violently
virtue: virtue
virtuous: virtuous
viscount: viscount
viscountess: viscountess
visible: visible
vision: visions
visit: visit,visited
visitor: visitor,visitors
vivacity: vivacity
voice: voice,voices
void: void
volume: volume,volumes
voluminous: voluminous
voluntarily: voluntarily
voluntary: voluntary
voucher: vouchers
vow: vow,vowed
vulgarity: vulgarity
waft: waft,wafted
waistcoat: waistcoats
wait: wait,waited,waiting,waits
waiter: waiters
waiting: waiting
waive: waive
wake: woke
walk: walk,walked,walking,walks
walker: walkers
walking: walking
wall: wall,walls
wander: wandering
wanton: wanton
war: war,wars
ward: ward
wardrobe: wardrobes
warehouse: warehouse
warm: warm,warmer
warmly: warmly
warn: warned
warning: warnings
warped: warped
warrant: warrant
warrior: warrior
wash: wash
washing: washing
waste: waste,wasted
watch: watch,watched,watching
watchful: watchful
water: water,watering,waters
wavering: wavering
waxen: waxen
weaken: weaken,weakened,weakening
weakness: weakness
wealth: wealth
wealthy: wealthy
wear: wear,wears,wore,worn
wearied: wearied
weariness: weariness
weary: weary,wearying
weather: weather
wedding: wedding
wednesday: wednesday
week: week,weeks
weigh: weigh
weight: weight
welfare: welfare
western: western
wet: wet
wheel: wheeled,wheels
whimsical: whimsical
whip: whip
whisk: whisked
whisper: whisper,whispered,whispering
white: white
wholly: wholly
whomsoever: whomsoever
wick: wick
wicked: wickedest
wide: wide
widow: widow
wife: wife,wives
wild: wild
wilful: wilful
william: william
willingly: willingly
wiltshire: wiltshire
win: win
wind: wind,winding,wound
winded: winded
window: window,windows
wine: wine
wink: wink
winner: winner
winter: winter
wisdom: wisdom
wise: wise,wisest
wisely: wisely
wisher: wishers
wit: wit,wits
witch: witch
withdraw: withdraw,withdrawn,withdrew
withered: withered
withhold: withheld,withhold
withstand: withstand,withstanding
witness: witness,witnessed
witted: witted
woe: woe,woes
woman: woman,women
wonderful: wonderful
wonderfully: wonderfully
wood: wood,woods
woody: woody
word: word,worded
workings: workings
worldly: worldly
worn: worn
worth: worth
worthlessness: worthlessness
worthy: worthy
wrap: wrap
wrapt: wrapt
wretched: wretched
wretchedly: wretchedly
wretchedness: wretchedness
wring: wring
writ: writ
write: write,writing,written,wrote
writer: writer,writers
writing: writing
wrong: wrong,wronging
yard: yard,yards
yawn: yawn
yearly: yearly
yellow: yellow
yesterday: yesterday
yield: yielded
york: york
youth: youth
youthful: youthful
