aaron: aaron
grow: grew,grow,growing,grown,grows
grown: grown
growth: growth
grudging: grudging
guard: guard,guarded,guards
guardian: guardian
guardians: guardians
guards: guards
guerdon: guerdon
guess: guess
guest: guest,guests
guiana: guiana
guid: guid
guide: guide,guided,guides,guiding
guild: guilds
guile: guile,guiles
guileful: guileful
guilefully: guilefully
guilt: guilt
guiltless: guiltless
guilty: guilty
guise: guise
gulf: gulf
gurge: gurge
gush: gushing
gust: gust
gymnic: gymnic
habergeon: habergeon
habit: habit,habited,habits
habitable: habitable
habitant: habitant,habitants
habitation: habitation,habitations
habits: habits
habitual: habitual
hadst: hadst
haemony: haemony
hag: hag
hail: hail
hair: hair,hairs
haire: haire
hairy: hairy
hale: hale
hall: hall
halleluiah: halleluiah
hallow: hallow
hallowd: hallowd
hallowed: hallowed
halls: halls
hamlet: hamlets
hammer: hammer
hamper: hamper
hand: hand,handed,hands
handed: handed
handle: handling
handmaid: handmaid
hang: hang,hanging,hangs,hung
hangs: hangs
hap: hap
hapless: hapless
haply: haply
happen: happen
happiness: happiness
happy: happier,happiest,happy
harangue: harangues
harbinger: harbinger
harbour: harbour
hard: hard,harder,hardest
harder: harder
hardie: hardie
hardihood: hardihood
hardship: hardship
hardy: hardy
harlot: harlot,harlots
harlots: harlots
harm: harm,harms
harmless: harmless
harmonic: harmonic
harmonies: harmonies
harmonious: harmonious
harmony: harmonies,harmony
harness: harness
harp: harp,harping,harps
harpies: harpies
harpings: harpings
harps: harps
harpy: harpy
harrow: harrow
harry: harry
harsh: harsh
harshly: harshly
hart: hart
harvest: harvest
hast: hast,hasted,hasting
haste: haste
hasted: hasted
hasten: hasten
hasting: hasting
hasty: hasty
hatch: hatch,hatching
hate: hate,hated,hates,hating
hateful: hateful
hath: hath
hatred: hatred
haughty: haughty
haunt: haunt,haunted,haunts
haunted: haunted
haut: haut
hav: hav
havoc: havoc
hawthorn: hawthorn
haycock: haycock
hazard: hazard,hazarded
hazardous: hazardous
hazle: hazle
head: head,headed,heads
headlong: headlong
heal: heal,heals
healing: healing
health: health
healthful: healthful
heap: heap,heaps
hear: hear,heard,hearing,hears
heard: heard
hearer: hearers
hearing: hearing
hearken: hearken
hears: hears
hearse: hearse
heart: heart,hearts
hearted: hearted
hearth: hearth
heat: heat
heath: heath
heathen: heathen
heathenish: heathenish
heaths: heaths
heave: heave,heaved
heaven: heaven,heavens
heavenly: heavenly
heavens: heavens
heavily: heavily
heavy: heavier,heaviest,heavy
hebe: hebe
hebrew: hebrew
hecate: hecate
hedge: hedge
hedger: hedger
hedges: hedges
hee: hee
heed: heed
heel: heel,heels
heer: heer
height: height
heir: heir
helena: helena
helicon: helicon
hellespont: hellespont
hellish: hellish
hells: hells
helm: helm,helmed
helmet: helmet,helmets
helms: helms
helpful: helpful
helpless: helpless
hemisphere: hemisphere
henceforth: henceforth
henry: henry
herald: herald
heraldry: heraldry
herb: herb,herbs
herculean: herculean
herd: herd,herds
herdsman: herdsman
hereof: hereof
heretofore: heretofore
hermes: hermes
hermione: hermione
hermit: hermit
hermitage: hermitage
hero: hero
heroes: heroes
heroic: heroic
heroicly: heroicly
herse: herse
hesperian: hesperian
hesperides: hesperides
hesperus: hesperus
hew: hew,hewn
hewing: hewing
hidden: hidden
hide: hide,hides
hideous: hideous
hie: hie,hies
hierarch: hierarch,hierarchs
hierarchal: hierarchal
hierarchies: hierarchies
hierarchy: hierarchies,hierarchy
highly: highly
hight: hight
highth: highth
highway: highway
hill: hill,hills
hillocks: hillocks
hills: hills
hilly: hilly
hinder: hinder,hinders
hindmost: hindmost
hindrance: hindrance
hinds: hinds
hinge: hinges
hinges: hinges
hir: hir
hireling: hireling,hirelings
hiss: hiss,hissing
hist: hist
history: history
hit: hit,hitting
hitherto: hitherto
hitherward: hitherward
hive: hive
hoar: hoar
hoarse: hoarse
hoary: hoary
hoast: hoast
hog: hog
hoggs: hoggs
hold: held,hold,holding,holds
holder: holder
hole: hole
holi: holi
holiday: holiday
holies: holies
holiest: holiest
hollow: hollow
holocaust: holocaust
holy: holier,holiest,holy
holyday: holyday
homage: homage
homely: homely
homer: homer
homeward: homeward
homicide: homicide
honest: honest
honesty: honesty
honey: honey
honied: honied
honor: honor
honora: honora
honorable: honorable
honour: honour,honouring,honours
honourable: honourable
hooded: hooded
hoods: hoods
hook: hook
hooked: hooked
hop: hop
hope: hope,hopes,hoping
hopeful: hopeful
hopeless: hopeless
hor: hor
horace: horace
horizon: horizon
horizontal: horizontal
horn: horn,horns
horned: horned
hornets: hornets
horny: horny
horrent: horrent
horrible: horrible
horribly: horribly
horrid: horrid
horror: horror,horrors
hors: hors
horse: horse,horses
horsemen: horsemen
hosanna: hosanna
hospitable: hospitable
host: host,hosting,hosts
hostile: hostile
hostility: hostility
hosts: hosts
hot: hot
hound: hounds
hounds: hounds
hour: hour,hours
hourly: hourly
house: house,houses
houses: houses
hover: hovering,hovers
howl: howl
howsoever: howsoever
hubbub: hubbub
huddle: huddling
hue: hue,hues
huge: huge,hugest
hugest: hugest
hull: hull
hum: humming
human: human
humane: humane
humble: humble,humbled,humbles
humbling: humbling
humbly: humbly
humid: humid
humiliation: humiliation
humor: humor
humour: humour,humours
humph: humph
humphrey: humphrey
hunder: hunder
hung: hung
hunger: hunger,hungers
hungry: hungry
hunt: hunt
hunter: hunter
hunting: hunting
huntress: huntress
hurl: hurl,hurling
hurried: hurried
hurry: hurried
hurt: hurt
hurtful: hurtful
husband: husband,husbands
hush: hush
husk: husk
huswife: huswifes
hyacinth: hyacinth
hyacinthin: hyacinthin
hyaena: hyaena
hyaline: hyaline
hydra: hydra
hydrus: hydrus
hylas: hylas
hymen: hymen
hymn: hymn,hymns
hymning: hymning
hymns: hymns
hypocrite: hypocrite
hypocrites: hypocrites
hyrcanian: hyrcanian
iambic: iambic
iberian: iberian
ibid: ibid
ice: ice
ida: ida
idea: idea
identification: identification
identify: identify
idiot: idiots
idle: idle
idleness: idleness
idol: idol,idols
idolatries: idolatries
idolatrous: idolatrous
idolatry: idolatry
idolisms: idolisms
ignoble: ignoble
ignobly: ignobly
ignominious: ignominious
ignominy: ignominy
ignorance: ignorance
ignorant: ignorant
iii: iii
ile: ile
ilissus: ilissus
ilium: ilium
illaudable: illaudable
illimitable: illimitable
illuminate: illuminate,illuminated
illumine: illumine
illusion: illusion,illusions
illustrate: illustrate,illustrates
illustrious: illustrious
illustrous: illustrous
image: image
imagination: imagination,imaginations
imaginations: imaginations
imagine: imagine,imagined,imagining
imbalm: imbalm
imbathe: imbathe
imbodied: imbodied
imbodies: imbodies
imbody: imbodied
imbosom: imbosom
imbrute: imbrute,imbrutes
imbu: imbu
imitate: imitate,imitated
imitating: imitating
imitation: imitation
immature: immature
immeasurable: immeasurable
immeasurably: immeasurably
immedicable: immedicable
immense: immense
imminent: imminent
immixt: immixt
immortal: immortal
immovable: immovable
immoveable: immoveable
immure: immures
immutable: immutable
immutably: immutably
imp: imp
impair: impair,impaired
impar: impar
impart: impart,imparted,imparts
impartial: impartial
impassable: impassable
impassive: impassive
impatience: impatience
impearls: impearls
impediment: impediment
impendent: impendent
impenetrable: impenetrable
impenitence: impenitence
impenitent: impenitent
imperfect: imperfect
imperfection: imperfection
imperial: imperial
imperious: imperious
imperishable: imperishable
impertinence: impertinence
impervious: impervious
impetuous: impetuous
impious: impious
impiously: impiously
implacable: implacable
implant: implanted
implement: implements
implicit: implicit
implore: implore,implores,imploring
imply: implied,implies
import: import,imports
importune: importune,importuning
importunity: importunity
impose: impose,imposed
imposition: imposition
impossible: impossible
impossibly: impossibly
impostor: impostor
impotence: impotence
impotent: impotent
impregn: impregn,impregns
impregnable: impregnable
impreses: impreses
impress: impress
impression: impression
imprison: imprison
imprisonment: imprisonment
improper: improper
improve: improve
imprudence: imprudence
impudence: impudence
impudent: impudent
impulse: impulse
impulsion: impulsion
impure: impure
imputation: imputation
impute: impute
imputed: imputed
inabstinence: inabstinence
inaccessible: inaccessible
inaccurate: inaccurate
inbreath: inbreath
inbred: inbred
incapable: incapable
incarnate: incarnate
incarnation: incarnation
incense: incense
incensed: incensed
incentive: incentive
incessant: incessant
incessantly: incessantly
incestuous: incestuous
incident: incident
incidental: incidental
incite: incited
inclement: inclement
inclinable: inclinable
inclination: inclination,inclinations
incline: incline,inclines
inclining: inclining
include: include,included,includes,including
including: including
incomplete: incomplete
incomprehensible: incomprehensible
inconsiderable: inconsiderable
inconsistency: inconsistencies,inconsistency
incontinence: incontinence
inconvenient: inconvenient
incorporate: incorporate
incorporeal: incorporeal
incorrupt: incorrupt
incorruptible: incorruptible
increase: increase,increasing
increate: increate
incredible: incredible
incubus: incubus
incumbent: incumbent
incur: incur
incurable: incurable
incursion: incursions
ind: ind
inde: inde
indebt: indebted
indebted: indebted
indecent: indecent
indefatigable: indefatigable
indemnify: indemnify
indemnity: indemnity
indented: indented
india: india
indian: indian,indians
indignant: indignant
indignation: indignation
indignity: indignities,indignity
indirect: indirect
indirectly: indirectly
indissolubly: indissolubly
indite: indite
individual: individual
induc: induc
induce: induce,induces
inducement: inducement
inducing: inducing
inductive: inductive
indulgence: indulgence
indulgences: indulgences
indulgent: indulgent
indus: indus
industrious: industrious
ineffable: ineffable
ineffably: ineffably
ineffectual: ineffectual
inelegant: inelegant
ineloquent: ineloquent
inestimable: inestimable
inevitable: inevitable
inevitably: inevitably
inexcusable: inexcusable
inexorable: inexorable
inexorably: inexorably
inexperience: inexperience
inexpert: inexpert
inexpiable: inexpiable
inexplicable: inexplicable
inexpressible: inexpressible
inextinguishable: inextinguishable
inextricable: inextricable
inf: inf
infallible: infallible
infamous: infamous
infamy: infamy
infancy: infancy
infant: infant,infants
infantry: infantry
infect: infect,infected
infection: infection
inferior: inferior
infernal: infernal
infest: infest
infidel: infidel
infinite: infinite
infinitude: infinitude
infirmity: infirmity
infix: infix
inflame: inflame,inflames
inflamed: inflamed
inflammation: inflammation
inflexible: inflexible
inflict: inflict,inflicted
infliction: inflictions
influence: influence
inform: inform,informing
informidable: informidable
infringement: infringement
infuriate: infuriate
ingenious: ingenious
inglorious: inglorious
ingraft: ingraft
ingrate: ingrate
ingrateful: ingrateful
ingratitude: ingratitude
ingredient: ingredients
inhabit: inhabit
inhabitant: inhabitant
inhabitants: inhabitants
inhabitation: inhabitation
inhabited: inhabited
inherit: inherit
inheritance: inheritance
inhospitable: inhospitable
inhospitably: inhospitably
inhuman: inhuman
inhumanly: inhumanly
inimitable: inimitable
iniquity: iniquities,iniquity
injunction: injunction
injure: injure
injurious: injurious
injury: injuries,injury
inlaid: inlaid
inland: inland
inlay: inlay
inlet: inlet
inly: inly
inmate: inmate
inmost: inmost
inn: inn
inne: inne
innocence: innocence
innocent: innocent
innumerable: innumerable
innumerous: innumerous
inoffensive: inoffensive
inordinate: inordinate
inquire: inquire,inquires
inquisition: inquisition
inquisitive: inquisitive
inroad: inroad
insatiable: insatiable
insatiate: insatiate
insect: insect
insensate: insensate
insensible: insensible
insensibly: insensibly
inseparable: inseparable
inseparably: inseparably
insert: insert
inshrine: inshrine
insinuating: insinuating
insist: insist,insisted
insnare: insnared
insolence: insolence
insolent: insolent
inspection: inspection
inspire: inspire,inspires,inspiring
instance: instance
instant: instant
instantly: instantly
instill: instill
instinct: instinct
instinctive: instinctive
instruct: instruct,instructed,instructs
instructer: instructer
instruction: instruction,instructions
instructive: instructive
instrument: instrument
instrumental: instrumental
instruments: instruments
insufferably: insufferably
insult: insult,insulting,insults
insulting: insulting
insuperable: insuperable
insupportable: insupportable
insupportably: insupportably
insurrection: insurrection
intellect: intellect,intellects
intellectual: intellectual
intelligence: intelligence
intelligent: intelligent
intelligential: intelligential
intemperance: intemperance
intemperate: intemperate
intend: intend,intended,intends
intended: intended
intense: intense
intent: intent
intercede: intercede,intercedes
intercept: intercept
intercession: intercession
intercessor: intercessor
interchange: interchange
intercourse: intercourse
interdict: interdict,interdicted
interdiction: interdiction
interlude: interludes
interlunar: interlunar
interminable: interminable
intermission: intermission
intermit: intermit,intermits,intermitted
intermitted: intermitted
intermix: intermix,intermixing
intermixt: intermixt
internal: internal
international: international
interpose: interpose,interposes
interposition: interposition
interpret: interpret,interpreted
interpreter: interpreter
interrupt: interrupt,interrupted
interval: interval
intervene: intervene
interview: interview
interweave: interwove
interwove: interwove
interwoven: interwoven
intestine: intestine
intice: intice
intimate: intimate,intimating
intire: intire
intoxicate: intoxicate,intoxicated
intricacy: intricacies
intricate: intricate
introduce: introduce,introducing
introduction: introduction
intrude: intrude
intrusion: intrusion
intuitive: intuitive
inundation: inundation
inutterable: inutterable
invade: invade,invaded
invader: invaders
invalid: invalid
invalidity: invalidity
invaluable: invaluable
invasion: invasion
inveigle: inveigle
invent: invent,invented,invents
inventer: inventer
inventers: inventers
invert: invert,inverted
invest: invest,invests
invested: invested
invidia: invidia
invincible: invincible
invincibly: invincibly
inviolable: inviolable
inviolate: inviolate
invisible: invisible
invisibly: invisibly
invitation: invitation
invite: invite,invited,invites,inviting
invocate: invocate,invocated
invoke: invoke,invoking
involve: involve
invulnerable: invulnerable
inwardly: inwardly
inwards: inwards
inweave: inwove
inwoven: inwoven
inwrought: inwrought
ionian: ionian
ire: ire
iris: iris
irish: irish
irksome: irksome
iron: iron
irons: irons
irradiance: irradiance
irradiate: irradiate
irrational: irrational
irrecoverably: irrecoverably
irregular: irregular
irreligious: irreligious
irreparable: irreparable
irresistible: irresistible
irresolute: irresolute
irreverent: irreverent
irrevocable: irrevocable
irriguous: irriguous
irruption: irruption
irs: irs
isaac: isaac
ishmael: ishmael
isis: isis
island: island
isle: isle
isles: isles
israel: israel
israelites: israelites
issue: issue,issued,issues,issuing
issuing: issuing
italian: italian,italians
italic: italic
italics: italics
italy: italy
iterate: iterate
iv: iv
ivory: ivory
ivy: ivy
ix: ix
jacob: jacob
jaculation: jaculation
jail: jail
jangle: jangling
janus: janus
jar: jarring
jasper: jasper
jaunt: jaunt
javan: javan
jaw: jaw,jaws
jealous: jealous
jealousy: jealousies
jehovah: jehovah
jerusalem: jerusalem
jest: jest,jesting
jester: jester
jesus: jesus
jew: jew
jingle: jingling
job: job
jocund: jocund
john: john
joint: joint,joints
jointed: jointed
jollity: jollity
jolly: jolly
jordan: jordan
jordans: jordans
joseph: joseph
josephs: josephs
joshua: joshua
josiah: josiah
jot: jot
journey: journey,journeys
joust: joust
jousted: jousted
jove: jove
joy: joy,joys
joyful: joyful
joyfully: joyfully
joyless: joyless
joyous: joyous
jubilant: jubilant
jubilee: jubilee
judah: judah
judge: judge,judges,judging
judgement: judgement,judgements
judgements: judgements
judges: judges
judgment: judgment,judgments
judicious: judicious
juice: juice
julep: julep
julius: julius
juniper: juniper
junket: junkets
junkets: junkets
juno: juno
jupiter: jupiter
jurisdiction: jurisdiction
juster: juster
justice: justice
justifiable: justifiable
justification: justification
justify: justifies
justle: justling
justling: justling
justly: justly
keen: keen
keeping: keeping
ken: ken
kenn: kenn
kennel: kennel
kernel: kernels
key: key
kid: kid,kids
kil: kil
kill: kill,killing,kills
kindle: kindle,kindles
kindly: kindliest,kindly
kindness: kindness
kindred: kindred
kine: kine
king: king,kings
kingdom: kingdom,kingdoms
kingly: kingly
kings: kings
kishon: kishon
kiss: kiss,kisses
kist: kist
knack: knacks
knee: knee,knees
kneel: kneel
knight: knight
knights: knights
knit: knit,knitting
knock: knock
knot: knot,knots
knowledge: knowledge
ksar: ksar
labor: labor
laborious: laborious
labour: labour,labouring,labours
labourer: labourers
labourers: labourers
labouring: labouring
labyrinth: labyrinth
lack: lack
lad: lad
laden: laden
ladies: ladies
lady: ladies,lady
laertes: laertes
lag: lag
lagging: lagging
lake: lake
lakes: lakes
lamb: lamb
lambs: lambs
lame: lame
lament: lament,lamented,lamenting
lamentable: lamentable
lamentation: lamentation
lamp: lamp,lamps
lamps: lamps
lance: lance
lancelot: lancelot
land: land,landed,lands
lands: lands
lane: lane
language: language
languish: languish,languishing
lank: lank
lantern: lantern
lanthorn: lanthorn
lap: lap
lapland: lapland
lapse: lapse
lapsed: lapsed
lark: lark
lars: lars
lascivious: lascivious
lasting: lasting
lastly: lastly
late: late
lateral: lateral
latin: latin
latona: latona
laugh: laugh,laughing,laughs
laughter: laughter
laurel: laurel,laurels
laurels: laurels
lave: laves
laver: lavers
laving: laving
lavinia: lavinia
lavish: lavish
law: law,laws
lawful: lawful
lawless: lawless
lawn: lawn,lawns
lawns: lawns
lawrence: lawrence
laws: laws
lay: laid,lay,lays
lazar: lazar
lazy: lazy
le: le
lead: lead,leading,leads,led
leaden: leaden
leader: leader,leaders
leaf: leaf,leaves
league: league,leagues
leagues: leagues
lean: lean,leans
leaning: leaning
leap: leap,leaps
lear: lear
learn: learn,learned,learning,learnt
learning: learning
leas: leas
lease: lease
leave: leave,leaves,leaving,left
leaves: leaves
lebanon: lebanon
lee: lee
leer: leer
lees: lees
left: left
legal: legal
legally: legally
legend: legend
legion: legion,legions
legitimate: legitimate
leisure: leisure
lemures: lemures
lend: lend,lends,lent
lengthen: lengthened
lenient: lenient
lento: lento
leo: leo
leper: leper
leprous: leprous
lesbian: lesbian
lessen: lessen,lessens
lethe: lethe
lethean: lethean
letter: letter,letters
letters: letters
leucothea: leucothea
leud: leud
lev: lev
levant: levant
level: level
leviathan: leviathan
levity: levity
levy: levied
lewd: lewd
lewdly: lewdly
ley: ley
liability: liability
liable: liable
lib: lib
libbard: libbard
libecchio: libecchio
liberal: liberal
liberty: liberty
libra: libra
library: library
libyan: libyan
lice: lice
licence: licence
license: license,licensed
licensed: licensed
lick: lick
lickerish: lickerish
lictors: lictors
lid: lids
lie: lie,lies,lying
lieu: lieu
life: life,lives
lifetime: lifetime
lift: lift,lifted,lifting
light: light,lighted,lighter,lightest,lights
lighted: lighted
lighten: lightens
lightly: lightly
lightning: lightning
likelier: likelier
likeliest: likeliest
liken: liken
likeness: likeness
likest: likest
liking: liking
limb: limb,limbs
limbec: limbec
limber: limber
limbo: limbo
lime: lime
limit: limit,limited,limits
limitation: limitation
limited: limited
lineament: lineaments
linger: linger
lingering: lingering
lingua: lingua
lining: lining
link: link,linked,links
lion: lion
lioness: lioness
lip: lip,lips
liquid: liquid
liquor: liquor,liquors
list: list,listed,lists
listen: listen,listening,listens
literary: literary
lithe: lithe
litter: litter
liv: liv
live: live,lives,living
lively: livelier,liveliest,lively
liver: liver
liveried: liveried
liveries: liveries
livery: livery
livid: livid
living: living
lo: lo
load: load,loaded,loads
loaden: loaden
loath: loath
loathe: loathed
local: local
locate: located
location: locations
lock: lock,locks
locks: locks
loco: loco
locrine: locrine
locust: locusts
locusts: locusts
lodge: lodge,lodges
loe: loe
loft: lofts
lofty: loftiest,lofty
logres: logres
london: london
lonely: lonely
longing: longing
longitude: longitude
loop: loop
loophole: loopholes
loose: loose,loosing
looses: looses
lop: lop
loquacious: loquacious
lor: lor
lord: lord,lorded
lordliest: lordliest
lordly: lordly
lords: lords
lore: lore
lorn: lorn
lose: lose,loses,lost
loss: loss
lost: lost
lot: lot
loth: loth
loud: loud,louder,loudest
loudly: loudly
lour: lours
love: love,loved,loves,loving
loveless: loveless
loveliness: loveliness
lovely: lovelier,loveliest,lovely
lover: lover,lovers
lovers: lovers
lowing: lowings
lowliness: lowliness
lowly: lowliest,lowly
loyal: loyal
lucent: lucent
lucid: lucid
lucifer: lucifer
lucina: lucina
luck: luck
lucky: lucky
lucre: lucre
lucrine: lucrine
ludlow: ludlow
luggage: luggage
lull: lull
luminary: luminaries
luminous: luminous
luna: luna
lur: lur
lure: lure,lures
lurk: lurk,lurking,lurks
lust: lust,lusts
lustful: lustful
lustre: lustre
lusty: lusty
lute: lute
luxuriant: luxuriant
luxurious: luxurious
luxury: luxury
lyceum: lyceum
lycid: lycid
lydian: lydian
lye: lye,lyes
lyre: lyre
lyric: lyric
lyrical: lyrical
mab: mab
mace: mace
macedon: macedon
macedonian: macedonian
machination: machination,machinations
machine: machine
mad: mad
madam: madam
madding: madding
madness: madness
madonna: madonna
madrigal: madrigal
maenalus: maenalus
maeonides: maeonides
magellan: magellan
magic: magic
magician: magician
magicians: magicians
magistrate: magistrates
magistrates: magistrates
magnanimity: magnanimity
magnanimous: magnanimous
magnetic: magnetic
magnific: magnific
magnificence: magnificence
magnificent: magnificent
magnitude: magnitude,magnitudes
maia: maia
maid: maid,maids
maiden: maiden
maidens: maidens
maids: maids
mail: mail
maile: maile
maim: maim
main: main
maine: maine
maintain: maintaining
maist: maist
maister: maister
majestic: majestic
majesty: majesty
maker: maker
makers: makers
mal: mal
mala: mala
malabar: malabar
malady: maladies
male: male,males
malediction: malediction
malice: malice
malicious: malicious
malignant: malignant
mammon: mammon
manacle: manacles
management: management
manger: manger
mangle: mangle
mangled: mangled
manhood: manhood
manifest: manifest
manifestation: manifestation
manifold: manifold
mankind: mankind
manlike: manlike
manly: manlier,manliest,manly
manna: manna
manner: manner
manners: manners
mans: mans
mansion: mansion,mansions
mantle: mantle,mantling
mantling: mantling
manure: manuring
manuring: manuring
manuscript: manuscript
maple: maple
marasmus: marasmus
marble: marble
march: march,marches,marching
marching: marching
marchioness: marchioness
margaret: margaret
margent: margent
margin: margin
marie: marie
mariner: mariner
mariners: mariners
marish: marish
mark: mark,marked,marks
marked: marked
markedly: markedly
marriage: marriage,marriages
marry: married,marrying
mars: mars
marseilles: marseilles
marshal: marshal
martial: martial
martyr: martyr
martyrdom: martyrdom
marveling: marveling
mary: mary
masculine: masculine
mask: mask
mass: mass
massy: massy
mast: mast
master: master,masters
masters: masters
match: match
matching: matching
matchless: matchless
mate: mate,mated,mates
material: material,materials
matin: matin
matrimonial: matrimonial
matron: matron,matrons
matrons: matrons
matter: matter,matters
matthias: matthias
mattin: mattin
mature: mature
maturest: maturest
maugre: maugre
maw: maw
maxim: maxim,maxims
maximum: maximum
maying: maying
mayst: mayst
maze: maze,mazes
mazes: mazes
mea: mea
mead: mead
meadow: meadow,meadows
meadows: meadows
meads: meads
meager: meager
meal: meal
meander: meander
meaning: meaning
meanly: meanly
meant: meant
measure: measure,measures,measuring
meat: meat,meats
medal: medal
media: media
mediation: mediation
mediator: mediator
meditate: meditate,meditated
meditation: meditation
meditations: meditations
medium: medium
medusa: medusa
mee: mee
meed: meed
meek: meek
meekly: meekly
meer: meer
meet: meet,meeting,meets,met
meeter: meeter
meeting: meeting
megaera: megaera
melancholic: melancholic
melancholy: melancholy
mellifluous: mellifluous
mellowing: mellowing
melodious: melodious
melt: melt,melted
melting: melting
membrane: membrane
memnonian: memnonian
memorable: memorable
memorial: memorial
memorials: memorials
memory: memory
memphian: memphian
menace: menace
mend: mend,mends
ment: ment
mental: mental
mention: mention
merchants: merchants
merciful: merciful
mercury: mercury
mercy: mercies,mercy
mere: mere
meridian: meridian
merit: merit,merited,merits
merited: merited
meritorious: meritorious
merits: merits
merriment: merriment
merry: merry
mess: mess
message: message
messenger: messenger,messengers
messes: messes
messiah: messiah
met: met
metal: metal,metals
metallic: metallic
metals: metals
meteor: meteor
meteorous: meteorous
methinks: methinks
method: method,methods
methought: methought
metre: metre
metric: metric
metrical: metrical
metropolis: metropolis
mettle: mettle
mews: mews
mexico: mexico
mezzo: mezzo
mi: mi
mia: mia
michael: michael
mickle: mickle
microscope: microscope
mid: mid
midas: midas
middle: middle
midnight: midnight
midriff: midriff
midst: midst
mightier: mightier
mighty: mightier,mightiest,mighty
mild: mild,milder
mildew: mildew
mildness: mildness
mile: mile,miles
militant: militant
military: military
milk: milk
milkmaid: milkmaid
milton: milton
miltonic: miltonic
mimic: mimic
mimics: mimics
mince: mincing
mind: mind,minds
minded: minded
mindless: mindless
mineral: mineral
minerva: minerva
mingle: mingle,mingled
minims: minims
minister: minister
ministers: ministers
ministrant: ministrant
ministry: ministry
minor: minor
mintage: mintage
minute: minute,minutes
miracle: miracle,miracles
miraculous: miraculous
mire: mire
mires: mires
mirror: mirror
mirth: mirth
mis: mis
miscellaneous: miscellaneous
mischance: mischance
mischief: mischief
mischievous: mischievous
miscreate: miscreated
misdeed: misdeed,misdeeds
misdeem: misdeem
misdone: misdone
misdoubt: misdoubting
mise: mise
miser: misers
miserable: miserable
misery: miseries,misery
misfortune: misfortune
misgive: misgave
misguided: misguided
mishap: mishap
mislead: mislead,misleads,misled
misprint: misprint,misprints
misprinting: misprinting
misrepresent: misrepresent
misrule: misrule
mission: mission
mississippi: mississippi
missive: missive
mist: mist,mists
mistake: mistake,mistook
mistaken: mistaken
misthought: misthought
mistook: mistook
mistress: mistress
mistrust: mistrust
mistrustful: mistrustful
mists: mists
misty: misty
miter: miter
mitigate: mitigate
mitre: mitre
mix: mix,mixing
mixt: mixt
mixture: mixture
moan: moan,moans
mock: mock
mode: mode
model: model
modelling: modelling
moderate: moderate
moderation: moderation
modern: modern
modernize: modernized
modest: modest
modestly: modestly
modesty: modesty
modification: modification
modify: modified
mogul: mogul
moist: moist
moisture: moisture
mole: mole
molest: molest
moloch: moloch
molten: molten
moly: moly
moment: moment
mona: mona
monarch: monarch,monarchs
monarchal: monarchal
monarchies: monarchies
monarchs: monarchs
monarchy: monarchies,monarchy
mondo: mondo
money: money
mongst: mongst
monody: monody
monostrophic: monostrophic
monosyllabic: monosyllabic
monosyllable: monosyllables
monster: monster,monsters
monstrous: monstrous
month: month,months
monthly: monthly
monument: monument,monuments
monumental: monumental
mood: mood
moon: moon,mooned,moons
moons: moons
moor: moor,moors
moorish: moorish
moral: moral
morn: morn,morns
morning: morning,mornings
morpheus: morpheus
morrice: morrice
morrow: morrow,morrows
morsel: morsel,morsels
mortal: mortal,mortals
mortification: mortification
mosaic: mosaic
moses: moses
mossie: mossie
mossy: mossy
mostra: mostra
mote: motes
mother: mother,mothers
motherly: motherly
motion: motion,motions
motionless: motionless
mould: mould,moulds
mound: mound
mount: mount,mounted,mounting
mountain: mountain,mountains
mountains: mountains
mourn: mourn,mourns
mourner: mourners
mournful: mournful
mourning: mourning
mouth: mouth,mouths
mouthe: mouthes
mover: mover,movers
mower: mower
mudd: mudd
mulciber: mulciber
mule: mules
multiform: multiform
multiply: multiplies,multiply
multitude: multitude,multitudes
multitudes: multitudes
mummers: mummers
mural: mural
murder: murder
murmur: murmur,murmuring,murmurs
murmuring: murmuring
murtherer: murtherer
mus: mus
musaeus: musaeus
muse: muse,musing
muses: muses
music: music
musical: musical
musing: musing
musk: musk
musky: musky
muster: muster,mustering
mutable: mutable
mute: mute
mutely: mutely
mutter: muttering,mutters
mutual: mutual
myriad: myriads
myrrh: myrrh
myrrhine: myrrhine
myrtle: myrtle
myrtles: myrtles
mysteries: mysteries
mysterious: mysterious
mysteriously: mysteriously
mystery: mysteries,mystery
mystic: mystic
mystical: mystical
naiades: naiades
nail: nail
naked: naked
nakedness: nakedness
nam: nam
nameless: nameless
names: names
naming: naming
naphtha: naphtha
narcissus: narcissus
nard: nard
narrow: narrow,narrower
nathless: nathless
nation: nation,nations
national: national
nations: nations
native: native,natives
nativity: nativity
natural: natural
naturally: naturally
nature: nature,natures
naught: naught
nazareth: nazareth
nazarite: nazarite
nearer: nearer
neat: neat
neatness: neatness
nebaioth: nebaioth
necessitate: necessitate,necessitated
necessity: necessity
neck: neck,necks
necromancer: necromancers
nectar: nectar
nectarine: nectarine
nectarous: nectarous
needless: needless
neer: neer
neglect: neglect,neglected,neglects
negligence: negligence
negus: negus
neighbour: neighbour,neighbouring,neighbours
neighbourhood: neighbourhood
nepenthes: nepenthes
neptune: neptune
nere: nere
nerve: nerve,nerves
nest: nest,nests
nether: nether
nethermost: nethermost
nets: nets
network: network
newly: newly
news: news
newsletter: newsletter
nice: nice,nicest
nicely: nicely
niggard: niggard
nigh: nigh
nighest: nighest
night: night,nights
nightingale: nightingale
nightingales: nightingales
nightly: nightly
nights: nights
nile: nile
